"Player","Hands","BB/100","VPIP","CC 2Bet PF","PFR","3Bet F","Fold to 3Bet","Flop AF","Donk F","CBet F","Fold to F CBet","XR Flop","Bet T","Bet R","Call R Bet","WTSD %","WSD"
"jackwb17","680","-65.08","62.08","35.82","13.31","17.39","55.00","2.00","19.61","90.74","53.16","7.79","55.90","66.94","19.23","25.94","47.12"
"jackwdevine4","819","3.95","47.37","22.55","9.41","0.00","63.89","1.68","11.34","84.85","67.90","3.61","34.62","32.18","23.08","21.39","55.41"
"JackxRipr","1,976","-22.79","57.43","42.68","8.28","11.11","59.79","1.83","13.36","56.67","65.59","4.04","35.63","39.59","38.46","29.09","46.94"
"jacky84228","1,612","21.66","39.60","26.67","20.49","7.41","57.14","1.76","14.41","64.57","46.81","5.00","44.34","37.37","51.09","30.48","54.59"
"Jackyluo87104","38,240","-9.66","35.21","18.30","13.56","11.71","73.80","2.57","13.50","54.57","62.05","6.80","37.60","36.52","25.29","29.36","53.83"
"jackyswagz","908","-57.00","56.62","45.24","4.92","7.69","57.45","1.06","14.78","81.48","34.38","8.91","20.00","33.04","29.27","39.89","44.98"
"jaco1900","14,193","-7.48","36.05","22.55","22.87","10.04","54.22","3.05","15.59","72.87","52.18","6.53","42.53","38.64","36.19","26.06","48.86"
"JACO528","930","-5.73","18.67","8.28","13.89","20.00","66.67","2.28","0.00","79.55","50.00","0.00","40.32","37.78","45.45","34.48","42.50"
"Jacobace223","13,356","-38.12","56.55","38.29","12.66","7.65","42.49","2.88","40.43","71.37","48.31","10.79","41.68","29.69","41.40","32.92","43.06"
"JacobB916","11,258","-7.03","46.66","19.37","11.71","8.19","55.73","2.81","17.91","84.62","48.53","5.51","49.09","51.25","35.14","33.95","52.11"
"jacobcar2736","878","-36.62","54.16","34.23","16.53","0.00","51.67","1.04","20.98","41.67","41.05","2.02","22.03","24.26","48.05","44.76","45.21"
"JACOBCHASE99","4,903","-5.61","40.63","21.51","8.95","1.41","76.56","1.82","13.26","78.11","60.69","3.14","43.20","46.74","27.42","26.10","55.24"
"jacobchenji","1,333","-64.97","47.59","17.73","27.39","11.63","42.39","2.74","42.86","57.89","41.67","18.60","50.73","53.55","33.33","37.82","38.46"
"JacobHaag14","924","25.00","51.95","28.24","14.06","0.00","58.33","1.46","25.53","55.22","50.00","1.08","53.36","45.95","33.77","35.03","55.15"
"JacobtheGoat","680","-81.71","45.48","22.50","14.95","0.00","66.67","2.89","33.33","64.44","50.00","7.94","44.70","47.50","56.52","27.94","34.21"
"jacobymx","1,325","-8.20","39.13","26.35","10.72","40.00","55.95","4.60","32.08","61.54","72.41","5.49","42.67","37.04","41.67","28.18","53.59"
"jacquiwrae","1,530","-17.09","37.88","23.84","6.15","8.11","61.54","1.42","40.00","69.81","53.66","0.00","21.91","25.98","46.88","34.29","49.02"
"Jadakissed215","531","89.34","56.81","41.18","17.69","11.11","24.32","1.17","14.81","53.19","32.00","5.08","33.33","48.21","38.30","35.71","43.81"
"jadantonio","3,837","4.95","37.19","23.96","9.81","8.70","67.86","1.81","7.69","87.15","54.96","2.39","34.86","44.42","26.04","29.17","54.70"
"JaDurrrr","4,307","-19.49","32.01","27.87","18.53","22.58","74.10","2.05","11.53","62.95","42.23","3.74","40.84","40.20","34.09","33.13","46.60"
"jaeho2525","3,154","18.43","34.61","19.06","18.42","6.06","70.00","3.04","1.96","84.89","64.38","6.40","40.29","28.19","29.84","23.28","50.66"
"jaetrey","1,473","-38.34","47.28","26.35","38.61","22.73","52.80","3.71","4.49","62.95","50.00","15.38","58.33","50.96","30.61","32.02","40.26"
"jaevis","1,156","-63.77","53.21","34.65","9.69","21.43","49.28","1.65","31.40","53.85","49.21","8.90","39.80","36.11","39.33","33.82","45.19"
"JaffeJR","11,760","-27.67","29.27","16.16","15.31","26.25","42.86","1.21","4.63","51.73","34.75","9.04","28.48","39.16","40.38","37.16","42.06"
"jagadishpitta","735","-113.24","66.34","50.00","13.96","6.67","45.24","0.64","17.09","44.07","33.66","0.93","32.40","46.37","30.77","37.11","34.73"
"jager0307","538","-35.67","41.40","11.11","3.59","33.33","64.29","0.63","8.51","80.00","61.76","1.52","23.02","35.16","46.15","34.04","51.25"
"jager1101","598","-72.70","38.08","15.38","26.12","16.67","51.16","2.87","11.36","63.93","28.21","8.57","49.38","59.18","56.25","29.53","38.64"
"jagers3468","16,407","-18.07","55.04","34.15","15.06","6.45","48.36","1.16","11.14","63.71","45.92","1.33","24.97","17.83","31.84","31.32","44.81"
"jaggerjames4760","1,893","21.94","40.93","24.62","3.31","3.85","61.02","1.03","3.98","93.33","46.03","1.69","29.11","40.68","43.12","31.69","48.89"
"jagreenjr","2,232","-19.87","44.10","35.65","9.15","0.00","66.67","1.65","18.82","38.79","50.23","9.73","45.74","33.67","41.73","31.54","50.55"
"jagsfan347","7,698","-17.59","37.82","17.62","10.42","20.51","70.63","2.22","14.85","66.43","67.35","2.66","31.31","30.60","39.01","32.57","49.45"
"JaguarPaw247","944","-97.39","53.49","38.60","14.52","0.00","69.39","1.69","8.00","65.00","52.78","6.31","34.13","42.34","31.25","28.06","40.48"
"jah1007","1,001","-19.49","40.06","29.17","7.83","0.00","82.93","1.95","10.00","78.95","46.15","3.33","46.19","33.82","33.33","30.37","43.97"
"Jahempsta420","660","-65.62","54.33","39.02","6.77","0.00","66.67","0.96","0.90","33.33","44.09","4.76","27.17","26.50","37.21","34.48","40.91"
"jahseyfold","3,182","-52.41","59.39","50.13","5.83","1.85","59.35","1.38","14.82","64.36","54.84","7.29","26.45","24.05","30.13","30.73","49.57"
"JAJJ4","27,700","1.88","18.23","7.46","2.45","1.99","79.79","0.82","2.70","68.56","47.65","3.44","20.91","24.61","36.32","30.62","59.76"
"Jake Blake 5","2,910","-16.30","35.42","15.82","15.06","10.00","53.57","1.40","18.63","52.06","44.10","7.29","33.68","44.72","26.27","29.41","43.19"
"Jake of Spaids","3,473","0.91","39.94","29.74","7.95","2.82","70.48","2.07","12.02","93.94","55.74","1.91","52.12","35.93","38.07","22.15","51.38"
"jake.Sr504","1,024","-58.88","58.37","39.05","11.95","0.00","48.39","1.07","7.93","80.30","44.68","2.88","33.93","29.44","22.33","33.28","46.94"
"Jake101101","23,526","-10.77","40.66","25.27","13.58","6.83","70.31","2.32","19.55","57.66","50.24","5.61","38.86","35.20","36.94","28.39","50.95"
"jake1318","2,279","-76.94","72.35","62.99","17.08","7.84","51.76","2.06","32.65","75.34","56.40","0.39","44.98","50.39","33.93","30.80","37.90"
"jake19123","526","-132.61","32.36","20.37","9.51","66.67","56.00","1.10","2.56","89.29","38.24","2.70","20.88","23.94","26.47","38.60","37.88"
"jake29291","751","-121.54","55.22","31.08","20.35","10.00","41.46","1.17","14.47","41.77","53.13","9.09","32.49","33.09","43.48","35.57","35.51"
"jake51863","11,743","-168.93","81.51","70.94","8.95","7.24","35.01","1.88","49.46","81.19","41.86","2.33","61.75","56.37","37.69","39.86","37.38"
"Jakeaubrey","4,400","-61.97","61.51","32.76","28.85","10.19","49.03","2.36","20.16","79.06","30.47","9.56","61.73","64.71","32.38","30.65","36.73"
"Jakecogs11","4,493","-29.82","47.63","37.21","3.96","7.35","48.30","0.50","15.85","33.73","38.29","2.74","39.89","56.95","33.33","33.81","43.71"
"Jakedell2","1,395","-60.76","63.02","48.51","11.61","1.75","23.64","1.30","37.58","60.95","60.45","1.31","42.70","42.09","44.51","33.87","46.35"
"Jakefrom412","521","-178.11","69.17","36.51","32.08","20.00","29.63","2.20","10.64","72.73","50.00","9.38","39.04","41.67","20.83","31.91","38.89"
"jakemayer3399","1,700","-90.77","41.58","20.81","17.45","10.00","43.82","2.57","39.33","59.26","53.85","6.35","37.58","44.86","31.94","30.53","41.38"
"Jakerakes","661","-58.49","60.06","46.75","14.55","0.00","39.13","2.14","14.52","92.59","45.45","1.33","34.83","41.10","26.32","30.00","42.11"
"JakeSloth","6,326","-14.82","26.18","15.05","4.49","9.09","64.41","1.55","21.72","69.10","61.15","2.48","36.71","38.44","41.56","28.46","45.78"
"jakewarrington","1,513","-40.11","38.40","23.67","18.48","23.08","59.04","2.33","26.45","62.50","38.37","6.80","37.40","34.13","28.57","32.29","45.45"
"jakey0619","9,198","-34.55","45.04","31.55","14.03","6.17","49.65","1.59","11.29","64.93","51.36","4.20","41.01","27.88","48.73","34.79","50.08"
"jakeyz27","1,506","-94.36","36.47","19.29","20.24","23.53","55.93","1.20","3.17","42.20","40.20","5.06","18.01","16.59","45.95","38.01","50.49"
"Jakk070","4,501","-14.68","40.03","22.92","14.39","7.89","63.35","1.82","5.97","50.98","53.20","13.26","36.22","35.92","22.47","25.30","46.27"
"jaKonig","753","-165.19","79.25","54.93","14.29","9.76","16.67","2.20","46.67","85.19","45.36","9.20","58.97","64.89","47.06","32.96","35.75"
"Jakutaman","58,731","9.48","30.88","16.73","13.79","6.86","58.98","1.16","3.23","60.29","47.80","1.25","32.86","30.05","35.13","30.58","54.01"
"jalap3n0","1,893","-6.50","39.31","24.32","19.04","0.00","43.65","1.24","1.16","64.81","46.15","4.81","28.37","35.52","37.00","33.53","49.12"
"jalbo35","1,112","20.28","24.13","9.92","17.61","0.00","77.36","1.89","0.00","66.30","38.71","8.70","30.23","38.55","25.58","31.88","50.68"
"jaliylibn","504","-38.75","35.10","16.67","10.61","0.00","61.54","1.70","10.26","57.14","43.33","5.00","33.33","22.92","18.18","23.46","50.00"
"jalmonte22","18,103","-18.51","50.43","35.54","3.05","13.51","52.46","1.23","9.03","81.49","55.71","6.94","46.12","55.34","26.00","33.49","48.12"
"jam0919","1,954","-1.77","24.95","17.44","6.14","3.57","46.67","1.22","13.70","85.71","46.97","0.00","34.40","25.86","34.83","27.63","46.78"
"jam91583","1,019","-43.16","38.28","30.08","18.89","15.38","76.47","2.67","2.17","82.00","55.41","6.52","40.38","31.58","24.32","26.69","43.68"
"JamboPKR","1,951","-15.31","45.89","33.88","8.81","4.00","60.55","1.23","16.09","47.78","53.59","5.77","39.13","37.86","43.22","35.45","48.01"
"Jamenschrock","827","-13.83","34.12","25.49","2.47","12.50","65.52","1.02","21.82","60.00","49.09","3.57","27.56","50.46","31.03","26.96","51.90"
"Jameo_N_Ginger","1,081","-75.27","36.76","17.12","11.52","0.00","42.86","0.67","0.00","62.90","45.65","0.88","33.48","40.44","41.10","30.07","44.96"
"jamepiano","4,323","-19.79","26.72","16.55","13.58","7.14","57.14","2.37","0.50","72.43","56.63","3.13","36.24","46.17","39.87","28.57","51.62"
"James Rickabaug","1,223","-41.61","60.87","40.45","14.77","1.82","30.19","1.83","34.65","67.62","57.14","1.49","40.79","29.48","38.57","33.87","45.79"
"james11820","1,025","-57.93","53.85","39.42","13.59","5.56","43.94","1.38","29.89","66.67","39.20","2.15","43.21","43.81","35.09","34.33","40.70"
"James2478","29,805","-31.58","35.52","24.63","5.91","6.65","55.80","0.90","13.09","66.71","43.73","3.47","42.18","57.84","37.04","29.30","48.20"
"jamesc570","600","-49.83","78.81","67.35","8.58","11.11","28.13","0.28","0.87","19.35","33.33","6.92","12.40","23.98","41.12","46.04","52.09"
"jamescd94841","1,087","-96.50","81.97","48.15","19.47","19.05","48.72","3.01","47.35","90.12","55.15","2.56","49.87","64.26","23.61","27.68","35.94"
"JamesED44","1,524","-30.51","45.67","34.91","18.42","10.00","39.34","1.19","4.76","66.87","39.32","3.13","40.86","36.96","33.09","31.64","50.00"
"Jamesest102","3,214","-108.31","62.63","39.80","16.69","25.00","40.46","1.11","20.10","38.38","60.52","4.12","20.39","40.99","41.55","37.15","48.87"
"JamesF045","734","-150.44","81.63","56.36","14.42","15.38","46.15","0.69","8.08","56.76","59.14","0.72","23.10","38.39","30.85","36.29","41.05"
"JamesGang57","656","-38.90","36.38","19.44","18.30","0.00","60.00","1.35","11.11","46.15","48.00","8.96","35.11","42.86","37.04","26.63","49.06"
"jameshenry39","1,369","-22.63","25.41","12.90","8.21","19.05","57.89","2.38","31.37","66.67","73.53","2.20","42.50","39.39","33.33","29.56","45.86"
"JamesIV40","673","-90.62","55.08","34.52","5.48","14.29","62.16","2.03","40.74","60.00","59.72","10.53","41.85","46.96","19.57","25.55","35.48"
"Jameson1069","5,737","-11.10","38.08","24.02","9.76","6.78","49.32","1.72","19.13","59.52","63.41","1.74","38.14","31.62","34.85","31.62","54.28"
"JamesPitts","1,186","-16.05","36.01","16.13","6.93","10.00","68.97","0.74","1.32","25.00","61.22","3.94","19.23","25.32","27.94","31.94","54.25"
"JamesV62","13,107","-9.05","33.36","19.28","14.74","12.50","51.70","1.83","1.50","75.57","59.50","2.18","35.66","31.52","31.87","28.06","51.86"
"jamex215","1,103","-88.19","73.71","52.73","11.32","8.33","53.66","2.09","27.83","50.00","61.76","2.31","43.64","50.62","20.22","30.36","36.70"
"jamiebettor","5,270","-6.00","28.82","16.97","18.11","9.26","45.56","2.31","17.21","50.45","38.46","12.94","38.25","38.95","38.18","29.00","50.74"
"JamieGold420","7,015","-8.72","27.53","14.06","17.66","12.50","68.82","1.87","0.70","63.13","45.04","2.53","27.09","37.71","39.32","30.26","51.37"
"jamielynn799","737","-19.95","57.46","40.48","14.13","0.00","52.17","1.87","16.67","52.83","61.29","1.20","36.99","31.37","35.59","32.03","48.98"
"jamin131","504","59.18","63.69","45.90","19.27","0.00","36.67","1.79","32.00","45.00","50.00","5.00","38.52","51.00","40.74","31.31","58.06"
"JaminaC","4,468","-76.11","50.52","40.98","12.71","3.19","31.28","0.68","10.70","48.67","59.18","1.45","18.82","28.01","26.70","34.08","51.36"
"JamisonT100","2,202","-87.28","55.94","41.81","4.81","10.64","33.77","0.82","22.38","53.70","45.95","2.68","29.65","37.93","31.36","37.27","45.35"
"jammer134","5,018","-27.40","41.23","27.89","18.33","3.08","64.12","2.56","30.92","61.89","46.30","9.03","48.57","28.23","30.23","29.17","43.82"
"jamoecandex24","540","-71.08","75.86","68.49","12.36","0.00","47.37","0.75","8.39","78.79","48.57","1.92","25.82","31.29","32.88","29.10","41.82"
"jamoknight2525","1,269","22.26","44.46","34.31","3.04","0.00","70.97","0.77","1.82","80.00","67.02","3.93","18.52","20.09","31.58","29.38","54.79"
"Jamoosh323","3,546","-4.61","19.39","12.55","11.87","15.00","84.13","3.00","2.56","87.58","45.92","2.78","37.45","34.93","20.97","23.05","61.02"
"jamos131","2,418","24.65","28.41","13.01","21.15","2.56","64.46","3.35","37.86","68.60","61.02","5.21","41.01","48.63","31.08","28.70","47.27"
"jamshigh","5,098","-92.39","61.27","39.19","10.61","11.56","45.68","1.74","40.09","59.77","57.66","4.86","48.44","57.12","38.89","32.06","37.43"
"jamwass76","1,534","-96.79","72.36","52.38","21.59","14.29","50.76","1.68","20.21","64.52","50.00","2.87","25.46","29.48","31.82","33.23","48.75"
"Jamz6160","1,198","-67.20","33.82","25.00","9.71","0.00","48.89","2.21","43.28","57.35","51.35","1.41","51.34","60.71","30.77","27.23","34.45"
"jan8868","6,769","-2.09","43.40","17.55","25.14","8.40","48.49","1.64","5.64","59.01","33.90","10.68","46.08","36.99","43.16","33.78","49.37"
"jangel5599","632","-220.52","63.49","58.21","22.98","22.22","36.54","1.46","17.76","65.71","38.00","5.26","55.42","68.32","52.00","30.56","32.46"
"jango241","570","-48.36","42.12","29.09","7.62","0.00","78.26","1.13","0.00","100.00","64.71","1.79","38.39","39.24","27.27","31.78","46.67"
"Janiel Poker","26,451","-27.39","50.19","38.70","21.46","11.98","40.63","1.85","15.38","64.81","39.84","7.44","52.53","61.30","29.39","31.14","41.26"
"janith95","972","-75.08","42.03","27.93","18.31","0.00","51.56","2.60","27.85","67.11","56.52","4.55","41.71","46.88","31.58","31.64","40.68"
"jano8686","1,460","-27.51","30.87","16.37","16.70","9.09","63.53","1.39","3.54","73.53","48.94","0.94","36.04","30.08","39.29","31.47","48.31"
"jarcher88","3,699","-58.24","59.69","32.47","25.88","1.45","46.76","1.54","12.82","50.32","37.81","5.88","38.61","42.72","27.59","32.75","41.65"
"Jared Sutliff","3,522","-20.77","35.75","16.91","5.94","5.00","77.87","1.45","12.28","71.96","58.45","2.91","30.00","53.50","28.13","26.32","49.56"
"Jared196019","2,237","-12.46","40.23","20.28","17.34","0.00","54.46","2.27","33.15","57.58","46.83","3.51","31.34","37.10","28.70","27.05","47.62"
"jared209207","871","-60.46","61.47","44.44","10.32","15.79","64.52","2.05","21.82","70.83","64.95","5.22","46.29","49.10","41.67","29.66","44.87"
"Jared728","1,143","0.58","29.40","13.46","9.12","21.05","58.82","1.18","6.41","50.79","63.16","2.08","31.13","37.50","32.26","34.02","50.76"
"Jared8563","515","-9.46","34.65","9.84","25.74","0.00","77.78","3.79","3.70","77.46","57.69","7.41","45.16","26.32","52.94","29.80","42.22"
"jaredsorensen","1,348","-2.27","33.03","15.83","9.53","14.29","58.21","0.81","3.85","60.00","36.14","2.61","17.97","24.40","38.16","35.92","46.30"
"jarenali2","1,635","-21.63","45.92","27.68","14.57","7.41","50.77","2.59","28.69","62.50","51.55","4.85","39.81","54.42","46.05","25.59","49.18"
"jarewild","1,817","-85.20","67.66","52.30","15.10","22.22","38.98","0.86","6.47","88.19","29.08","4.07","38.24","36.71","40.28","37.06","37.67"
"JarkkoRuutu37","4,667","-18.48","46.34","30.70","10.73","10.40","57.69","1.68","39.46","68.58","61.09","0.24","41.74","49.23","27.41","29.22","39.88"
"jarmetta61","2,186","-22.34","56.80","35.25","17.60","0.00","73.16","1.93","6.98","72.99","51.39","8.70","31.60","33.24","33.33","30.22","44.97"
"Jarose219","1,320","-13.77","28.22","22.62","12.09","28.57","61.19","1.23","1.01","50.77","38.96","9.52","35.68","32.41","45.45","31.79","56.36"
"jarredb1984","934","-42.67","51.30","30.19","5.64","7.69","72.22","1.42","20.96","48.39","66.96","4.03","26.36","28.39","33.85","32.46","48.99"
"JarredR0926","1,258","-50.55","56.08","36.50","12.90","6.25","47.14","2.71","36.81","70.21","56.82","14.91","44.14","41.12","23.61","28.13","48.15"
"Jartresto376","629","-19.24","35.22","22.06","0.65","14.29","89.66","1.61","19.30","66.67","68.42","0.00","30.23","51.04","31.43","29.74","49.28"
"jasdouglas2","519","-126.76","55.69","43.18","18.80","0.00","52.17","1.70","20.69","54.84","47.62","10.64","39.34","50.00","35.29","30.23","41.03"
"jasik2801","1,504","-23.10","48.08","31.67","3.36","6.25","64.47","2.08","27.67","79.31","56.20","2.46","45.30","49.80","25.30","27.83","45.05"
"jasobeano","766","-38.27","53.58","35.59","3.32","0.00","78.13","1.18","10.10","63.64","65.85","0.00","26.51","29.93","33.33","30.04","52.99"
"Jason AoS","7,774","12.06","37.95","25.34","4.29","6.25","64.73","0.95","1.65","82.31","60.04","2.05","40.21","35.67","24.21","26.14","55.93"
"Jason Smith 713","1,490","9.48","48.74","31.78","10.36","14.63","46.55","1.81","40.18","77.65","54.32","4.50","48.56","41.61","33.33","37.88","52.19"
"jason5216","1,790","-63.86","61.66","41.82","11.16","17.50","48.11","1.23","21.51","53.61","62.67","0.84","30.98","41.26","37.24","28.24","36.72"
"jason9876543","1,359","-73.13","59.79","45.16","9.28","4.00","37.50","0.25","1.38","25.97","56.11","2.31","16.46","30.99","36.46","35.41","53.29"
"Jasonb51173","61,743","-14.87","41.52","38.28","13.88","2.70","74.50","1.85","20.52","35.86","51.05","5.81","32.57","34.37","26.44","29.00","53.26"
"jasondslice","9,171","-30.65","47.99","31.51","25.56","7.75","48.21","1.75","14.44","73.76","32.71","5.86","46.84","61.17","28.88","28.19","40.33"
"JasonFMTX","10,873","-19.02","43.22","22.93","25.15","6.17","57.66","1.57","14.06","42.28","52.37","2.89","44.71","38.13","30.31","27.88","51.91"
"jasong13576","1,071","-44.36","45.95","29.61","10.02","7.69","64.86","1.77","18.24","51.06","55.12","3.06","37.50","36.65","53.70","37.16","48.15"
"Jasonkirkwood63","556","-40.59","27.76","9.52","17.83","20.00","62.50","1.56","7.69","58.14","48.28","0.00","42.86","41.46","45.45","28.24","56.76"
"Jasonm544","3,597","-15.44","50.23","43.87","5.67","6.33","59.60","1.43","25.57","58.93","69.31","2.35","32.55","33.80","28.73","25.26","56.44"
