Player,Hands,BB/100,VPIP,PFR,3Bet F,Fold to 3Bet,Flop AF,Donk F,CBet F,Fold to F CBet,XR Flop,Bet T,Bet R,Call R Bet,WTSD %,WSD
player34341,"99,471",-20.71,54.72,0.17,6.75,61.83,1.11,16.05,82.93,66.35,1.89,26.78,25.65,24.86,27.31,50.87
player34342,531,19.02,61.3,10,23.08,38.1,1.62,18.64,72.73,65.38,0,35.63,51.38,38.46,32.27,47.75
player34343,"8,150",-27.85,43.28,22.39,10.77,49.1,1.63,11.91,63.19,44.52,9.32,37.56,36.45,38.94,32.32,46.7
player34344,"1,976",13,41.68,10.16,10.26,46.77,1.15,9.68,57.14,62.88,0.79,35.48,41.28,25.83,26.33,53.59
player34345,"1,371",-144.22,67.28,30.81,24.62,24.14,2.95,43.75,83.33,48.91,6.25,63.26,64.02,36.13,31.01,30.53
player34346,"1,041",-85.71,54.42,14.55,8.7,46.34,2.06,26.96,100,43.9,0,54.79,54.4,38.96,32.07,36.56
player34347,"1,551",-40.05,34.74,13.84,23.08,45.9,4.02,29.75,69.05,58.89,8.74,36.55,31.3,27.54,25.04,45.39
player34348,701,-19.77,50,11.03,10,67.65,1.41,10,63.89,45,7.94,39.24,29.7,16.67,30.06,52.04
player34349,633,12.51,60.69,12.44,4.76,47.37,2,30.68,85,47.14,2.5,49.49,61.19,35.71,28.57,42.98
player34350,538,-55.74,36.19,19.12,25,54.84,1.76,4.65,56.6,33.33,18.18,40.86,44.12,38.89,33.33,53.33
player34351,"1,276",-47.44,47.07,0.71,0,68.42,0.39,6.72,66.67,48.31,2.42,21.17,33.09,41.9,39.39,43.08
player34352,738,-30.27,36.49,17.7,0,33.33,1.92,10.26,50,71.05,1.54,43.33,49.23,42.5,22.22,46.88
player34353,518,-136.77,69.09,14.75,16.67,41.67,1.87,25,78.95,50,3.39,41.61,60.2,54.76,28.06,22.34
player34354,768,30.81,34.21,19.34,9.09,78.57,2.81,2.44,78.65,60.61,8.96,36.76,27.91,38.71,30.77,55
player34355,"1,173",30.67,38.2,5.63,15,72.22,2.68,56.52,85,45.95,8.2,56.9,68.42,36.36,29.36,44.93
player34356,649,-45.81,50.16,1.73,0,68.18,0.49,1.92,85.71,57.81,0,14.61,41.22,42.31,35.84,60.5
player34357,523,-119.63,66.27,19.02,0,9.68,0.75,8.42,41.03,45.05,6.25,19.77,32.52,25.49,40.49,50
player34358,611,-73.3,60.9,16.17,18.75,34.88,5.17,75.95,78.69,58.14,11.76,74.55,81.2,47.62,30.95,33.33
player34359,501,-229.82,69.57,17.31,36.36,40.91,1.72,18.64,70.45,52.08,1.69,40.23,39.53,25.76,39.28,45.39
player34360,"2,650",-43.07,37.28,21.57,23.81,48.95,2.12,15.45,51.11,51.89,8.29,46.5,51.41,23.08,26.69,43.12
player34361,537,-77.28,41.52,17.18,3.57,44.83,5.04,47.46,72.55,71.05,2.78,67.68,68.42,20,20.09,38.3
player34362,"6,250",-25.47,51.75,11.73,4.26,74.43,2.91,22.39,88.86,55.08,9.76,44.86,41.11,26.55,23.56,41.73
player34363,971,-96.4,59.96,2.64,7.14,25,0.41,6.33,100,47.83,1.91,20.99,34.39,50.88,42.15,47.16
player34364,997,3.78,68.9,4.12,3.03,72.92,2.03,14.29,36,59.43,0.91,48.38,69.15,40,21.96,49.65
player34365,"2,925",-7.16,35.69,15.41,10,38.74,2.21,29.91,74.48,49.07,0.48,41.73,36.26,35.71,32.14,48.71
player34366,913,-34.29,53.87,7.76,26.67,50,2.03,21.74,94.59,39,7.37,50.2,53.41,37.29,38.54,42.78
player34367,"2,061",-69.31,38.31,2.84,0,80.9,0.95,5.88,57.14,58.49,5.11,20.17,21.12,21.28,33.56,47.98
player34368,"10,269",-58.09,68.22,6.26,0.78,61.91,1.88,38.67,91.98,46.41,0.94,65.27,65.54,28.77,30.01,43.71
player34369,908,-8.45,42.42,14.59,0,60.66,2.28,38.46,70.83,45.31,1.96,54.64,42.34,24,31.51,52.04
player34370,"2,569",11.95,37.32,5.11,4.55,61.86,1.22,7.94,64.56,70,1.12,26.04,23.01,42.64,31.16,59.08
player34371,"1,231",10.91,36.95,11.84,6.67,50,1.42,4.55,55.36,52.04,7.21,25.46,31.17,18.75,31.74,44.6
player34372,514,-16.98,33,16.21,0,77.14,2.67,11.9,57.14,64.71,2.94,35.38,11.63,25,28.68,48.72
player34373,747,-23.03,54.45,13.82,0,43.24,1.78,31.58,67.86,56.14,0,30.16,45.59,37.04,34.67,45.65
player34374,"4,201",-11.28,36.83,8.2,4,72.61,3.45,29.93,82.95,70.68,1.06,62.13,57.73,31.3,24.82,38.93
player34375,822,-31.5,42.98,22.38,40,44.68,1.19,6.02,51.55,39.39,9.38,46.08,29.92,36.67,34.57,47.32
player34376,"2,473",-47.36,54.76,25.08,10.26,41.18,2.34,10.95,85.83,32.59,8.11,64.2,64.14,37.61,32.64,41.22
player34377,"2,351",-91.48,55.34,6,16.42,59.8,0.82,15.65,72.6,51.61,1.95,31.09,37.9,32.64,36.61,48.14
player34378,"1,289",-91.98,50,17.53,11.76,34.02,1.11,13.09,48.78,31.97,9.94,52.47,73.44,33.82,30.12,37.02
player34379,"5,032",-34.09,39.46,10.76,2.38,57.85,1.11,3.85,52.04,60.47,2.21,25.32,35.73,40.63,28.45,47.96
player34380,"2,862",-88.82,78.81,5.65,7.58,38.06,0.65,21.51,63.95,48.29,0.19,35.55,29.5,22.37,35.14,44.79
player34381,"1,929",-65.89,71.19,2.75,8.91,48,2.3,39.39,95.24,67.19,2.99,74.15,71.27,26.06,28.19,38.57
player34382,"1,956",-5.89,52.27,4.18,0,67.82,1.6,25,89.13,55.87,0,54.18,50,33.33,24.08,52.49
player34383,664,-9.14,59.29,1.55,0,60,0.14,7.69,20,57.5,0.97,13.78,29.22,56.98,42.93,55.87
player34384,935,6.11,28.22,18.59,12.5,76.09,1.24,0,75,51.28,2.94,33.33,27.47,38.1,34.01,64.29
player34385,"9,920",-56.85,55.43,12.52,2.33,48.37,1.49,27.11,51.11,63.52,0.28,35.12,41.73,28.47,28.81,47.31
player34386,"2,381",-38.16,27.64,15.49,7.69,73.5,1.32,4.39,47.13,41.07,5.04,29.79,42.41,35.71,29.31,44.85
player34387,"2,650",-18.8,34.28,20.56,13.79,63.91,2.11,9.57,67.32,41.67,9.5,37.62,45.67,45.83,31.58,37.08
player34388,"8,198",-78.06,38.82,30.8,17.45,42.75,3.08,17.55,70.77,38.02,9.38,50.21,52.6,48.4,32.45,46.92
player34389,"3,199",7.6,58.41,22.21,2.47,40.61,2.19,27.78,54.84,55.42,2.84,54.04,45.23,28.04,26.64,49.48
player34390,"11,976",-130.09,64.63,20.38,10.23,25.45,1.53,25.72,64.28,43.91,5.27,44.37,32.43,38.47,36.69,39.45
player34391,632,-45.3,48.87,14.68,25,70,2.81,25.37,67.39,48,13.21,60.74,45.05,29.03,28.91,41.18
player34392,"1,992",-31.39,46.64,7.15,13.04,78.33,1.33,9.84,49.09,48.98,2.7,37.94,47.35,30.33,30.58,49.38
player34393,501,-20.66,23.47,13.22,0,72.22,1.55,0,78.57,34.62,6.25,36.36,29.73,40,32.65,59.38
player34394,"2,472",-53.07,50.99,10.3,6.98,48.41,1.17,15.16,55.04,54.07,5.06,25.63,32.66,43.02,37.53,48.8
player34395,506,139.97,44.53,16.8,9.09,72.73,1.59,11.54,93.75,44.68,0,46.79,58.82,43.33,26.79,66.07
player34396,602,-12.63,57.05,6.11,0,73.33,0.64,22.08,44.44,50.98,0,35.33,54.93,46.27,39.82,51.85
player34397,"1,984",-43.48,40.02,24.32,12.5,54.93,2.1,9.64,68.84,33.09,13.25,40.8,50.67,50.63,32.72,38.97
player34398,"2,360",-32.89,28.14,12.76,12.5,69.57,1.85,22.03,65.73,55.1,1.05,29.86,29.13,42.86,35.26,41.29
player34399,"75,965",0.38,18.37,13.62,9.07,68.21,2.38,0.87,75.59,47.37,4.04,27.51,30.74,35.01,30.27,56.22
player34400,"1,040",-30.71,68.16,6.38,26.09,61.11,0.82,17.83,55.17,63.04,1.91,26.7,48.81,40.19,33.38,48.33
player34401,633,-21.34,23.54,20.13,14.29,62.96,1.4,0,54.35,42.11,4.35,33.96,33.33,45.45,32.97,43.33
player34402,"1,046",27.47,38.07,10.45,14.29,66.67,2.13,11.83,69.05,54.79,5.33,27.5,31.3,48.21,33.91,58.47
player34403,"1,658",-30.35,29.26,9.09,0,68.42,0.92,5.04,41.94,45,5.6,21.62,31.25,23.4,34.41,46.38
player34404,"1,932",22.2,30.16,9.81,6.67,52.38,1.07,12.94,56.86,39.74,3.95,35.66,26.27,44.12,36.91,52.59
player34405,"3,885",-67.54,59.47,19.06,7.08,52.34,1.84,34.16,61.67,56.86,1.32,40.6,34.36,32.41,35.27,44.35
player34406,"11,193",-7.96,26.2,17.28,4.72,64.81,2.62,15.77,60.37,49.6,3.96,42.01,39.18,29.77,29.3,52.86
player34407,"3,928",-0.07,55.34,18.2,6.15,47.6,1.05,4.35,73.13,41.83,2.57,26.88,31.18,37.18,34.15,52.72
player34408,"1,949",-17.5,28.66,20.4,19.23,54.79,3.59,10.13,75.69,51.56,7.56,37.37,46.67,34.33,30.44,45.35
player34409,512,-55.54,40.32,3.23,0,82.35,1.87,33.87,80,62.5,2.44,59.26,68.75,23.53,22.77,34.78
player34410,839,-29.61,47.09,14.76,0,70.45,4.61,28.05,82.98,62.71,7.14,57.33,37.93,32.26,26.96,32.56
player34411,"1,243",-20.85,36.21,18.97,10.53,32.65,2.7,21.05,49.28,72.41,3.49,44.34,51.97,35.29,27.78,48.46
player34412,"19,221",0.48,32.1,20.45,7.38,65.1,1.29,8.56,39.28,51,3.01,38.58,46.8,31.93,29.09,49.81
player34413,"1,406",-14.56,49.6,5.84,12.5,55.88,1.84,25.23,71.93,57.83,0,36.49,32.95,35.11,40.13,52.1
player34414,796,-30.79,34.23,0.51,5.88,50,1.19,34.43,-,50,0,42.53,51.82,40.74,29.92,46.3
player34415,"2,110",-28.79,52.72,1.64,3.49,56.14,2.4,48.28,86.36,52.34,2.33,50.58,52.5,44.71,36.43,45.92
player34416,"3,168",2.16,37.08,7.89,5.66,81.63,3.87,26.26,79.55,62.64,4.46,39.02,38.04,26.96,27.49,51.01
player34417,"1,415",-36.03,44.33,21.49,16.67,58.77,0.96,4.08,47.41,51.24,3.57,25.83,21.94,47.06,42.94,50.46
player34418,"16,403",-30.09,48.66,26.86,7.51,65.67,1.86,10.71,63.41,42.07,7.21,49.82,45.45,24.97,26.18,41.48
player34419,"1,619",-14.99,35.45,21.05,18.18,58.59,1.3,3.2,63.64,50.96,6.15,34.89,24.71,35.06,32.06,47.5
player34420,"11,365",-44.23,38.14,6.6,12.75,56.69,1,11.55,71.19,49.09,1.89,33.39,33.62,37.66,37.51,50.26
player34421,"2,120",7.35,34.74,8.7,15.38,74.7,3.6,11.73,89.66,67.59,1.2,43.19,20.21,48.28,27.71,55.43
player34422,"5,303",-26.45,47.03,19.31,10.84,56.75,2.11,13.78,76.75,37.41,11.08,50.28,48.8,33.72,33.12,44.95
player34423,643,8.79,71.07,6.52,9.09,66.67,0.82,10.58,36.84,56.98,3.57,26.73,37.58,34.78,35.2,46.38
player34424,"4,431",-68.87,51.13,10.97,11.25,56.3,1.72,16.54,50.19,53.58,8.6,40.15,45.88,15.94,25.47,45.82
player34425,667,-13.69,78,3.25,10.71,50,0.7,22.48,69.23,53.1,1.79,30,38.19,27.85,36.87,50.26
player34426,"11,663",-65.97,65.19,30.82,9.22,36.2,1.88,23.92,54.28,43.19,7.13,45.45,50.98,34.1,30.58,39.97
player34427,"4,787",-49.37,55.57,2.64,17.14,68.3,1.08,15.68,74.51,57.89,2.67,25.26,26.01,23.43,28.96,48.04
player34428,"1,052",-38.28,40.29,9.47,5.56,55,1.07,16.25,31.71,46.05,8.89,24.02,42.6,18.18,33.33,44.29
player34429,704,-29.2,36.16,22.4,25,44.9,0.98,1.59,49.25,51.92,7.27,33.04,27.54,33.33,35.11,49.37
player34430,687,-12.24,40,30.15,25,43.48,3,5.26,66.36,53.85,4.76,40.35,43.28,48.15,30.99,46.67
player34431,"44,621",-13.03,34.6,6.08,6.02,78.19,3.83,29.13,66.09,68.88,4.16,33.08,41.77,22.6,21.63,47.53
player34432,"1,047",-6.9,61.23,19.82,7.14,41.1,3.65,40.44,87.9,27.52,13.04,60.21,42.02,34.78,31.47,37.1
player34433,"1,990",-177.66,54.45,15.57,10.39,45.92,2.1,41.49,83.03,28.57,8.72,68.4,64.29,26.47,33.27,34.06
player34434,"128,228",7.46,31.11,19.83,7.34,43.74,1.18,1.58,46.17,48.94,4.66,23.49,17.76,25.12,30.64,57.23
player34435,"14,213",-17.77,22.51,17.08,8.65,70.19,2.94,3.28,68.62,46.34,6.21,34.67,26.63,37.08,30.57,52.45
player34436,"46,792",1.96,21.42,18.45,7.53,78.49,5.48,1.75,61.78,55.67,8.35,45.31,40.24,20.5,21.9,56.71
player34437,"3,561",-53.68,39.98,14.97,10,66.12,3.51,30.27,82.77,39.65,10.78,51.49,29.55,11.97,22.11,36.61
player34438,"1,800",-46.16,47.58,7.31,5.41,55.22,2.59,50.24,60.29,58.2,3.36,48.44,44.16,15.63,24.54,41.31
player34439,"2,985",7.84,66.86,31.64,7.95,30.99,2.25,11.27,80.92,35,13.54,45.29,41.89,40.08,29.93,44.46
player34440,"446,862",2.23,24.79,19.47,7.57,71.45,2.38,0.35,69.1,43.82,4.38,30.54,26.92,25.86,29.74,53
player34441,"1,092",-80.2,66.86,4.15,10.53,72.31,1.42,6.23,80,54.71,6.45,16.33,18.83,33.67,32.44,52.51
player34442,"9,513",-0.97,40.19,5.05,1.32,69.61,1.99,8.92,84.36,67.38,1.01,40.54,29.08,30.11,24.56,55.71
player34443,"1,119",-36.54,36.38,21.42,33.33,62.5,1.63,7.22,59.46,29.49,12.66,52.84,57.52,17.14,27.53,45.98
player34444,"1,914",-33.54,54.48,16.46,4.17,72.34,2.21,9.09,66.67,38.8,9.04,56.24,60.58,19.72,22.49,36.41
player34445,"1,007",2.76,31.33,17.59,9.09,83.67,2.8,8.47,91.43,36.59,12.5,45.59,41.38,46.43,33.05,53.16
player34446,764,-1.6,21.27,9.13,0,66.67,1.03,9.09,44.44,44.83,5.56,34.88,46.3,59.09,31.05,54.24
player34447,"1,207",-75.65,71.66,14.81,3.23,57.39,2.64,37.04,77.5,51.63,3.91,58.1,50.66,32.91,27.81,42.36
player34448,"2,116",-23.29,33.06,19.86,12.5,57.36,1.66,14.66,57.01,45.65,3.65,45.98,47.75,51.19,30.39,44.39
player34449,"4,606",0.92,42.15,21.87,8.77,66.55,1.42,2.28,61.72,40.18,4.28,31.86,32.86,41.87,36.27,51.6
player34450,"2,580",1.68,27.9,16.5,6.25,76.38,2.23,0,62.94,50,2.22,30.82,21.16,43.82,29.44,58.05
player34451,"2,821",-17.12,42.8,14.01,10.71,59.09,1.06,12.26,30.46,42.21,7.49,51.35,45.61,36.3,29.08,45.68
player34452,"1,257",-4.51,36.93,16.15,0,55.22,1.99,0.71,85.87,55.24,0,19.12,23.62,32.2,23.99,48.51
player34453,"20,068",-58.24,62.73,40.67,9.75,42.16,4.8,62.83,78.27,59.53,4.66,59.97,60.94,17.79,25.95,42.62
player34454,"1,594",-47.93,27.77,20.96,0,73.61,3.69,24.24,80.92,51.72,3.03,35.56,35.42,45.61,27.46,47.97
player34455,702,-42.76,55.04,10.51,7.69,66.67,1.39,6.45,75.68,54.1,2.78,41.94,42.11,32.26,31.87,52.03
player34456,728,-98.94,56.47,2.65,0,37.93,0.65,22.86,25,56.34,0,18.55,33.94,32.43,35.24,46.1
player34457,"3,871",0.27,71.33,7.87,2.33,55.5,0.78,9.89,59.09,50.2,1.52,37.91,43.1,31.78,31.16,51.14
player34458,"33,895",-15.31,24.98,10.62,7.73,66.27,1.69,11.36,57.39,51.99,4.48,19.78,21.75,39.55,33.65,58.63
player34459,"6,359",-12.57,35.16,20.38,10.94,70,2.97,20.75,72.8,43.15,9.82,44.77,33.53,25.54,26.57,41.9
player34460,881,-21.06,50.41,8.71,7.14,52.38,1.88,27.67,82.61,52.99,2,35.96,27.21,36.51,28.43,47.37
player34461,667,-215.61,74.43,19.14,9.52,18.18,1.99,20.72,68.85,51.65,6.32,48.02,40.77,44.68,30.25,29.17
player34462,590,-184.26,59.35,14.11,14.29,35.71,4.62,57.84,74.42,48.15,9.3,36,43.33,43.18,36.03,40.31
player34463,"4,196",-26.93,39.18,13.05,8.7,74.09,2.1,12.37,68.16,41.94,7.19,44.3,31.76,32.77,33.73,49.23
player34464,"1,525",-40.02,69.74,18.29,19.44,35.19,3.69,34.21,55.41,45.83,19.08,48.52,55.4,22.92,24.42,37.34
player34465,"3,976",-71.56,59.65,10.96,10.91,43.13,1.93,46.09,64.39,47.95,4.55,34.45,29.99,41.31,37.42,44.82
player34466,"6,454",-107.75,66.53,4.12,6.28,53.13,1.88,40.09,63.7,23.64,9.36,54.67,43.21,35.43,34.37,37.21
player34467,"1,699",-63.36,53.39,8.77,13.04,56.18,0.91,1.83,57.75,57.07,5.22,24.65,38.97,38.18,32.72,42.96
player34468,"3,534",-32.05,45.63,2.06,4.9,63.64,0.95,22.77,81.4,60.34,0.21,34.02,35.26,45.76,32.52,47.14
player34469,"15,342",-15.53,35.26,23,13.78,62.38,2.7,20.53,48.44,54.69,17.8,47.36,50.08,30.1,26.32,43.48
player34470,"6,918",4.49,24.54,19.24,2.78,76.2,2.19,0.77,59.75,37,13.19,40.74,37.74,46.71,30.69,54.03
player34471,"2,400",-94.64,39.32,13.55,20.51,54.62,1.17,10.81,46.33,45.03,11.46,29.14,43.64,48.87,38.32,41.57
player34472,854,-15.8,27.22,14.15,0,55.88,3.33,25.37,77.19,60,4.84,41.18,45.33,35.48,24.11,46.3
player34473,839,-31.43,37.82,26.72,0,60,1.57,0,63.83,38.71,8.77,40.91,32.22,44.83,37.19,45.56
player34474,"1,120",-156.54,61.29,1.28,2.56,48.72,0.95,22.39,75,54.03,0,40.91,46.67,38.89,29.68,33.18
player34475,"3,665",24.39,30.93,15.33,7.27,68.79,2.76,11.94,88,43.79,6.37,48.3,57.96,23.14,24.15,53.01
player34476,"32,354",-9.94,34.58,4.84,5.72,71.24,1.42,22.85,60.72,41.62,2.31,59.98,51.69,39.65,23.28,43.72
player34477,"5,157",-16.4,37.21,16.71,21.05,65.06,1.37,3.14,61.49,36,7.84,32.59,41.18,30.77,31.09,44.7
player34478,"3,514",-28.01,31.1,7.63,10.34,71.43,2.01,19.35,68.13,62.69,2.25,39.09,32.75,24.03,27.13,49.5
player34479,"1,915",-36.23,38.28,17.51,15.38,37.89,1.29,15.38,59.34,44.78,4.11,41.76,33.07,39.45,39.5,45.45
player34480,"1,247",9.66,40.24,9.77,5.26,42.37,1.05,4.24,72.86,55.43,3.01,35.56,38.3,47.3,27.38,54.66
player34481,"1,413",-115.72,31.01,4.83,9.52,65.96,2.41,55.84,58.33,52.5,3.08,40.97,43.28,31.82,29.6,40
player34482,"28,168",-14.45,24.44,20.22,2.67,69.94,2.22,1.94,69.99,41.36,6.45,39.16,40.33,39.24,30.85,49.33
player34483,"11,206",-77.18,47.57,27.39,20.87,33.41,3.99,59.8,81.95,31.62,11.03,68.62,55.7,30.48,27.27,37.41
player34484,"2,680",4.78,32.19,15.48,10,56.04,2.35,32.61,54.3,58.76,3.07,42.59,53.7,33.61,26.75,51
player34485,538,-206.13,67.98,19.4,20,30.77,1.92,30.91,82.14,41.82,2.78,31.87,33.93,59.57,37.89,39.46
player34486,"1,270",-25.89,40.7,17.47,8.33,65.79,2.24,5.26,69.44,44.71,6.42,38.74,33.77,25.58,28.67,41.32
player34487,549,-113.15,61.42,9.74,0,41.18,1.38,5.56,85.71,48.19,3.41,39.87,58.95,48.65,25.62,39.76
player34488,"5,036",-13.47,33.7,17.69,16.67,64.06,1.53,6.71,54.19,42,8.38,34.71,36.43,41.26,33.46,50.49
player34489,"6,098",-38.67,61.92,18.55,5.13,59.09,1.15,10.4,43.05,51.42,3.07,45.07,40.31,27.04,29.14,47.96
player34490,"2,510",9.74,38.06,23.12,4.76,59.09,1.39,9.2,48.72,42.86,3.08,54.73,58.58,29.46,27.97,44.9
player34491,"5,854",-38.67,68.3,14.46,7.27,48.44,1.08,10.65,36.88,50.08,3.66,27.76,35.63,24.5,34.14,46.15
player34492,"1,110",-17.94,50.51,16.07,0,57.14,2.9,45.19,81,45.65,0,58.39,46.52,42.31,30.3,38.65
player34493,"1,348",-73.13,56.51,6.11,20,52.46,0.38,10.87,38.24,37.77,4.28,17.73,31.27,39.02,43.35,47.28
player34494,"7,956",-1.28,37.8,26.13,11.36,44.61,2.03,4.98,74.03,43.79,6.12,37.15,30.34,52.87,33.72,53.39
player34495,516,-108.54,52.37,7.52,11.11,51.72,0.93,17.74,50,53.19,2.74,42.11,60.47,40,24.3,39.13
player34496,"2,812",-11.98,36.33,2.3,20,69.59,0.75,4.23,63.89,37.01,1.99,26.67,28.31,43.59,42.01,49.06
player34497,"15,913",-4.85,31.36,17.1,2.93,67.15,1.47,1.08,71.71,51.19,3.6,31.95,31.24,36.9,29.08,50.2
player34498,550,44.55,60.48,12.08,12.9,30.3,2.5,55.56,73.33,43.64,8.82,60.11,59.68,28.57,36.81,49.17
player34499,"184,774",-2.9,19.03,11.83,4.45,77.57,2.29,1.59,54.25,63.76,2.32,25.13,24.42,32.2,26.56,61.06
player34500,"17,947",-6.15,27.02,21.33,8.05,57.03,2.52,2.42,67.55,35.83,14.17,52.79,41.65,54.22,33.08,50.94
player34501,"1,277",5.83,40.81,24.05,0,53.21,1.93,7.29,69.29,41.11,2.47,38.77,37.5,26.53,35.12,56.25
player34502,"1,006",-24.28,64.77,21.36,0,33.77,1.57,17.29,78.7,52.21,2.7,40.21,38.25,34.09,30.51,43.85
player34503,"1,059",-73.06,57.82,18.63,7.89,27.5,3.17,52.98,86.27,48.48,6.33,70.83,59.04,52.46,31.34,35.98
player34504,929,55.69,54.15,21.2,27.27,22.58,1.77,17.57,64.86,48.21,9.71,45.39,42.63,40.26,34.33,50.82
player34505,"7,766",-114.09,48.01,17.5,15.31,36.59,0.9,2.82,53.94,37.22,2.18,26.85,40.14,40.13,37.34,40.36
player34506,"9,404",-22.08,46.57,15.07,11.44,53.31,3.89,48.61,84.67,62.89,3.57,50.48,46.28,25.56,27.67,42.89
player34507,"2,251",8.68,44.06,10.11,12.5,71.03,1.51,6.17,66.99,60.95,5.65,37.9,37.46,38.96,30.33,48.72
player34508,"2,261",14.92,32.49,17.28,10,55.29,1.7,17.73,69.61,51.33,2.38,28.71,33.44,48.85,38.33,55.78
player34509,902,-133.48,47.4,7.16,0,46.43,1.31,23.46,51.61,32.88,6.86,46.67,54.42,24.29,29.19,33.58
player34510,664,-24.55,60.15,11.09,14.29,39.13,1.98,31.37,57.89,48.48,4.11,45.18,60.48,21.15,26.21,49.07
player34511,551,-195.89,63.42,21.73,6.9,31.03,1.39,24.53,64,35.42,4.05,58.6,59.85,26.42,35.54,35.82
player34512,"11,339",-72.09,60.15,8.05,6.17,42.22,3.04,57.78,74.35,62.38,6.41,62.73,50.89,30.48,28.14,41.04
player34513,695,-90.55,47.11,16.74,0,31.58,0.81,4.4,66,34.94,1.15,20.13,40.2,48.89,35.14,36.54
player34514,535,-70.14,64.94,5.95,0,55.17,0.92,12.5,73.68,32.56,5.13,26.49,36.96,33.9,39.09,51.16
player34515,"1,391",-245.19,85.35,14.02,20.51,24.24,1.01,10.27,72.73,50.75,5.42,35.13,43,31.82,35.86,37.77
player34516,"2,458",-125.22,78.68,3.48,2.86,62,0.95,22.04,39.13,41.37,3.88,33.9,63.13,27.64,26.77,39.13
player34517,532,-134.29,60.53,16.92,11.54,37.14,1.69,40,63.27,59.18,3.39,60.37,75,32.08,27.6,41.94
player34518,"32,576",-22.58,42.41,15.84,8.89,56.06,1.12,8.07,56.97,37.52,6.13,34.67,41.3,32.18,31.73,44.54
player34519,"2,766",-78.03,36.61,14.67,18.37,52.85,3.62,27.89,68.62,51.2,16.57,48.7,64.16,23.21,28.01,41.61
player34520,"1,743",-70.77,75.34,30.85,4.94,26.83,2.34,36.62,57.25,65.36,5.53,53.37,51.17,19.7,27.25,38.94
player34521,"2,819",-1.76,37.98,6.44,13.64,70.37,0.92,3.59,44.76,56.28,2.72,30.14,33.99,35.42,32.93,53.85
player34522,"1,214",-65.94,60.86,10.58,7.14,40,1.55,26.11,72.41,45.67,1.79,28.47,36.79,44.07,40.73,44.22
player34523,"3,764",26.62,27.17,21.85,27.78,69.96,2.34,0.68,60.45,46.21,12.09,32.59,42.64,30.61,26.88,61.84
player34524,"20,026",-19.84,26.98,14.13,14.53,54.02,1.86,14.54,80.77,40.66,3.02,40.02,36.3,27.07,27.81,45.82
player34525,537,-199.91,56.1,12.38,20.83,42.86,3.9,58.18,76.74,76.19,3.7,55.12,43.48,34.62,24.85,34.57
player34526,"1,659",-118.48,70.11,22.21,10.81,33.64,1.84,16.35,52.4,68.04,3.96,32.35,53.21,35.96,31.76,45.35
player34527,"1,679",-6.13,42.82,17.26,11.11,61.95,1.49,1.83,69.37,54.86,3.15,30.74,26.39,33.75,35.78,55
player34528,696,-16.8,41.13,10.55,0,35,1.25,4.08,73.91,59.09,0,25.53,16.49,56.06,32.1,49.04
player34529,"3,273",22.9,51.85,19.01,3.64,48.7,2.26,14.95,60.61,57.83,2.88,46.89,31.01,33.89,26.61,51.24
player34530,"2,274",-0.48,39.96,25.52,6.67,67.68,1.1,1.35,34.19,38.79,10.53,27.65,31,41.32,33.94,56.97
player34531,"1,999",21.47,20.98,11.69,14.29,74.51,1.27,0,51.56,38.33,5.04,31.27,30.99,34.83,33.06,53.75
player34532,919,-17.12,43.21,16.39,6.25,73.77,2.7,15.38,81.08,60.66,3.41,37.97,38.3,31.71,22.65,57.32
player34533,520,-34.35,46.33,23.94,10,47.83,2.24,3.33,62.69,52.94,5.66,32.32,38,42.42,30.96,51.35
player34534,"8,678",-8.47,26.21,7.49,12.62,61.82,1.7,22.62,67.91,46.69,7.73,45.41,63.55,20.45,27.03,44.22
player34535,726,-97.92,70.41,13.71,5,36.36,1.36,37.14,71.43,48.35,1.28,40.15,56.22,50,32.59,38.13
player34536,662,18.41,76.99,13.69,17.86,25.93,1.07,14.12,78.57,49.41,3.36,27.91,32.64,36.89,37.66,50.49
player34537,"1,046",-41.22,57.81,12.43,9.09,54.55,2.49,29.08,66.67,65.22,3.33,36.96,29.44,24.32,30.8,50.57
player34538,"1,209",-5.86,40.44,10.88,7.69,74.07,1.66,1.63,87.5,33.93,5.45,37.1,29.68,46.3,32.62,51.97
player34539,"1,054",-32.64,49.95,16.2,10,39.58,1.54,6.49,63.64,41.98,12.28,55.36,65.27,36.62,26,43.36
player34540,"12,507",-11.87,30.92,19.17,15.22,57.72,2.81,9.42,69.37,48.58,9.72,38.52,45.55,22.06,27.43,42.11
player34541,"1,117",-169.76,55.18,0.91,3.23,28.57,0.35,7.26,0,33.09,0.54,18.83,25,42.68,42.45,46.18
player34542,811,-130.72,74.25,5.9,25,28.21,0.65,10.77,82.61,52.82,0,18.71,23.32,52.99,42.24,48.9
player34543,804,-155.92,70.68,3.52,8.82,50,0.86,21.74,66.67,60,2.84,30.42,53.57,35.53,29.8,38.22
player34544,"9,083",11.47,32.47,20.06,16.42,62.61,1.15,6.66,40.18,42.74,4.7,31.61,32.56,38.26,35.13,50.68
player34545,"1,315",-145.7,41.93,14.22,22.22,36.99,3.71,35.11,82.83,44.26,14.43,51.56,56.65,32.84,36.78,37.5
player34546,"1,858",-30.64,43.71,11.18,12.5,64,1.1,8.98,52.68,48.92,5.05,32.21,46.73,22.77,30.31,42.51
