Player,Hands,BB/100,VPIP,PFR,3Bet F,Fold to 3Bet,Flop AF,Donk F,CBet F,Fold to F CBet,XR Flop,Bet T,Bet R,Call R Bet,WTSD %,WSD
player28579,"6,990",-55.28,43.7,12.34,4,67.75,2.95,42.84,55.37,61.83,5.07,31.95,40.08,27.72,26.03,44.78
player28580,"3,319",-11.64,24.45,8.82,28.57,70.16,1.67,1.33,77.95,33.15,12.68,34.4,34.81,16.67,32.07,50
player28581,"2,440",15.17,49.98,29.4,3.92,46.82,2.64,3.23,88.34,46.95,4.08,50.38,46.95,34.23,27.11,46.82
player28582,"7,318",-17.79,49,3.94,11.9,60.74,1.23,8.24,80.43,54.43,6.46,32.5,34.72,24.23,29.89,43.45
player28583,604,-143.33,50.52,19.83,14.29,41.3,2.29,46.38,64.41,38.46,7.32,60.14,60.22,35.29,33.7,38.04
player28584,"1,688",-73.08,57.64,30.68,0,58.64,0.46,3.57,30.81,36.33,0.9,26.23,33.09,16.67,27.68,52.69
player28585,"1,919",-15.29,35.37,4.42,0,66.67,0.7,0.74,60,47.2,0.49,28.53,20.16,32.5,28.8,63.89
player28586,637,14.55,47.69,18.43,7.69,61.54,1.4,12.28,65.57,51.28,1.43,47.83,45.56,20.51,27.99,47.56
player28587,"8,673",-24.46,56.16,20.31,2.59,54.98,2.85,29.98,82.14,56.27,4.51,53.09,43.69,22.05,21.29,40.62
player28588,"1,440",-28.72,41.24,10.12,3.03,52.94,1.83,21.36,80,49.48,5,39.12,52.94,44.44,32.52,43.55
player28589,"1,984",16.67,42.45,10.64,0,69.23,2.46,13.06,73.15,53.22,8.7,49.72,40.61,27.54,23.23,51.93
player28590,"1,739",-65.87,45.85,21.78,2.78,46.94,1.98,27.78,50.7,49.09,8.76,29.27,46.9,31.19,32.99,46.9
player28591,"1,370",49.46,30.72,23.26,11.11,63.16,1.67,6.35,53.45,34,5.49,42.4,47.73,29.41,27.56,57.52
player28592,"8,545",-17.66,37.2,1.07,6.52,93.5,0.55,11.8,45.45,55.04,0.61,18.59,21.11,26.62,34.76,59.3
player28593,"10,418",-1.98,36.44,7.77,2.61,64.43,1.56,6.87,82.64,54.01,3.91,45.61,43.74,38.11,27.11,53.02
player28594,"11,543",-9.92,28.8,4.23,12.82,78.74,0.83,1.09,40.5,46.3,5.74,22.75,24.17,42.21,35.81,54.51
player28595,"30,503",-10.03,30.66,7.17,4.54,76.4,3.55,51.41,71.2,56.93,5.96,59.04,50.38,20.21,21.76,46.93
player28596,"2,219",14.64,32.4,25.49,0,43.86,1,4.67,33.21,47.22,0.79,32.42,35.39,43.48,38.19,58.33
player28597,"2,057",-17.72,38.96,7.05,4,61.54,1.51,7.88,80.33,53.85,1.03,35.41,36.33,42.48,35.88,50.52
player28598,"3,138",-32.81,28.31,19.88,5.56,66.67,4.84,36.36,63.41,65.93,4.65,42.25,33.54,11.48,24.08,43.9
player28599,"1,456",-14.69,39.93,15.99,14.29,61.11,1.55,6.77,72.03,52.29,3.6,45.26,38.42,39.73,26.97,43.51
player28600,"7,808",-44.51,25.82,15.82,9.21,50.49,2.57,19.48,82.22,28.74,17.47,46.81,49.76,42.65,34.61,39.08
player28601,"4,235",-69.78,70.13,10.56,5.49,40.76,1.4,28.49,74.12,44.44,3.1,53.81,53.46,40.95,32.65,45.21
player28602,591,-80.17,65.52,14.85,23.08,24,1.23,30.77,61.11,52.83,2.94,49.11,67.36,12,25,34.95
player28603,909,-105.31,67.34,25.03,4.35,35.29,2.48,23.64,57.89,56.38,12.17,53.85,64.47,26,23.84,36.84
player28604,803,-30.6,49.81,7.1,18.18,57.5,1.52,14.78,84.21,48.84,7.95,41.09,52.55,47.73,33.25,50
player28605,"2,703",-15.63,46.14,30.62,26.92,38.99,1.56,1.07,74.33,22.31,12.6,34.63,41.71,33.33,31.53,42.04
player28606,"2,816",-6.15,37.03,4.1,3.13,50,1.17,20.16,50.72,62.26,2.42,25.48,38,50,35.7,54.96
player28607,"5,823",-32.8,41.63,6,4.71,59.23,1.5,24.8,67.35,49.87,2.68,27.04,35.05,38.4,31.99,43.63
player28608,"2,347",-118.65,68.46,14.61,1.15,39.88,0.86,22.5,48.52,47.08,2.03,30.37,37.4,37.94,38.94,47
player28609,854,-113.38,46.44,29.55,22.22,60,2.52,16.87,72.07,49.28,8.33,53.85,56.18,44.83,30.52,36.17
player28610,"1,486",-7.04,39.32,18.14,18.18,42.47,1.89,11.67,52.25,42,3.97,39.43,34.9,47.46,33.08,45.35
player28611,"4,946",-12.37,19.61,14.91,25,73.64,3.19,2.14,89.61,53.66,4.07,21.98,23.5,23.88,27.91,51.56
player28612,"7,012",-13.27,53.65,14.03,3.16,45.27,0.8,0.92,64.36,39.11,4.09,29.77,30.11,29.45,30.25,52.36
player28613,718,-5.05,34.96,21.35,16.67,57.5,1.18,6.38,40.63,42.42,0,39.66,29.58,41.67,33.86,34.38
player28614,542,-15.23,79.77,13.04,8.33,58.62,1.1,15.18,50,60.44,0,41.28,50.64,22.03,27.79,50
player28615,"2,055",-26.12,42.34,18.94,30,38.74,1.95,17.32,46.08,52.85,6.29,34.46,31.32,15.18,30.29,45.95
player28616,"2,181",-52.54,48.26,22.34,6.98,43.75,1.05,7.49,60.16,35.71,4.08,39.27,54.85,47.65,36.15,41.62
player28617,"1,278",-6.66,29.7,8.51,28.57,62,3.24,23.75,94.03,59.02,2.74,48.4,64.22,14.29,20.95,38.1
player28618,512,-49.7,57.94,5.56,0,52.17,0.73,4.23,76.92,49.15,3.26,31.98,25.19,27.66,34.8,48.65
player28619,"1,787",3.87,41.26,8.89,2.86,56.18,1.54,12.32,57.5,61.9,5.81,37.14,25.52,29.37,31.36,56.3
player28620,595,-147.62,80.89,39.76,17.24,26,3.8,51.47,91.6,31.25,4.65,59.8,28.23,17.02,33.55,36.18
player28621,"1,373",-24.87,42.57,8.7,3.33,70.18,2.77,36.21,90,63.53,1.89,58.63,57.89,41.67,24.07,40.85
player28622,"1,191",-25,26.35,6.96,25,80,1.13,0,47.62,63.77,0,20.49,22.83,37.5,30.69,58.82
player28623,650,-163.17,70.81,18.94,4.55,31.58,1.05,19.44,64.91,44.93,6.86,53.98,56.79,33.33,34.34,32.7
player28624,"11,211",-0.91,23.64,14.28,4.6,77.39,1.36,0,59.37,48.15,1.97,32.3,30.86,30.32,26.67,52.99
player28625,690,-53.44,58.14,28.89,6.67,40.28,1.24,15.66,41.76,51.95,0,29.88,37.3,24.44,30.84,50.47
player28626,536,-44.81,61.11,4.41,9.52,35,0.8,20,71.43,43.55,0,35.83,52.9,70.97,46.26,46.58
player28627,"8,795",-9.29,35.93,1.36,4.88,77.04,0.44,1.08,53.85,45.07,0.43,21.08,17.37,50.68,42.3,58.81
player28628,"1,159",-290.27,74.62,19,28,28.57,1.23,18.13,52.63,44,2.65,32.59,31,50.3,46.38,32.48
player28629,"25,030",-53.56,58.28,13.17,5.32,57.87,1.52,17.65,55.19,57.58,1.48,52.12,34.59,38.74,27.56,47
player28630,584,-15.57,32.87,10.49,66.67,58.62,1.38,9.3,34.62,58.97,8.89,40.48,32.69,28.57,28.02,43.14
player28631,509,-9.47,54.27,1.19,0,47.62,0.93,15.63,75,44.07,1.33,53.94,72.22,45.95,29.49,41.38
player28632,"10,946",-11.38,53.53,18.55,9.83,53.84,1.67,14,72.39,43.26,3.3,38.82,30.06,30.17,27.79,44.77
player28633,"1,508",-61.73,57.9,13.74,3.7,53.04,1.81,26.07,78.67,53.93,1.83,28.72,35.32,34.78,29.85,43.05
player28634,559,-150.62,44.87,14.5,16.67,46.88,1.45,9.09,85.71,33.96,5,46.21,44.44,30.77,34.93,33.75
player28635,546,-67.42,73.65,11.15,4.76,45,1.21,33.01,36.36,50.57,0,43.2,51.16,30.95,29.34,33.91
player28636,"2,115",-56.76,42.13,22.21,19.15,35.38,1.57,32.58,53.18,49.65,4,36.32,50.98,39.13,32.32,46.74
player28637,537,-34.38,41.37,10.06,0,41.18,3.55,8.57,62.86,67.74,8.16,52.8,74.36,34.62,22.49,35.71
player28638,"6,080",-16.52,34.27,20.97,12.5,58.17,1.7,1.98,63.03,42.86,11.26,43.89,53.69,41.94,28.21,39.28
player28639,"1,011",-5.86,43.68,9.72,0,68.25,1.81,33.33,51.79,57.58,0,43.98,51.97,43.9,28.84,46.79
player28640,817,17.19,53.83,15.58,0,46.15,1.2,16.05,46.94,37.66,1.87,29.36,34.51,32.76,31.53,45.52
player28641,"1,114",-10.55,27.86,8.54,14.29,73.08,2.19,27.54,68.89,63.46,1.64,35.51,32.94,56.25,29.5,48.78
player28642,"3,254",-7.54,20.54,12.12,9.52,62.5,1.34,0,71.98,41.54,2.09,32.84,32,37.84,28.79,58.33
player28643,"1,950",-48.95,42.57,8.04,7.89,55.67,1.84,35.45,92.96,49.69,0.63,44.42,42.07,43.4,35.17,44.03
player28644,548,16.86,45.72,6.33,5.88,30.77,0.68,27.08,42.11,60.47,0,22.83,30.77,53.06,34.74,43.43
player28645,614,-94.63,47.54,18.36,16.67,52.5,1.23,17.14,50.94,59.26,10.67,17.29,23.16,43.75,32.88,62.89
player28646,"10,197",-21.19,31.23,19.55,6.02,56.69,3.42,18.63,68.15,51.72,6.74,33.33,18.83,29.07,29.12,50.4
player28647,519,-69.67,44.71,9.63,0,63.64,0.84,2.99,73.33,51.67,4.26,27.68,31.65,50,34.23,48.68
player28648,"3,564",-54.49,48.73,8.78,5.71,65.49,0.97,10.73,65.06,52.22,6.52,23.83,60.14,27.69,32.97,45.55
player28649,682,-57.02,55.04,16.72,0,41.03,1.59,13.75,64.71,41.43,3.28,45.51,49.14,46.67,28.7,44.44
player28650,922,-100.47,27.06,1.12,0,66.67,0.3,4.65,83.33,56.6,1.25,16.76,46.32,52.73,40,43.65
player28651,"1,411",-165.11,67.05,12.58,0,51.14,1.45,15.64,76.14,37.9,6.8,40.17,43.41,28,29.45,36.08
player28652,"1,739",27.17,45.93,32.86,5.88,31.15,1.43,3.4,54.81,33.82,6.16,33.07,36.09,24.32,31.15,50.49
player28653,"1,379",-40.3,55.66,2.29,12.9,53.57,0.52,13.13,40,59.77,3.7,17,34.42,46.71,35.56,43.09
player28654,699,-25.41,33.14,13.25,33.33,61.11,4.52,39.47,85.19,64,0,62.61,46.97,22.22,29.24,49.28
player28655,850,-19.51,42.96,4.61,10.53,57.5,1.22,28.75,80,51.43,1.47,52.73,70.1,32.5,24.93,41.57
player28656,"1,546",-24.51,41.26,6.77,8.33,64.29,2.06,20.3,47.92,73.28,1.43,38.02,29.08,33.78,27.19,52.69
player28657,"5,310",-17.09,39.25,15.03,1.37,66.23,1.91,20.48,59.35,49.68,2.91,36.67,41.54,29.54,31.58,49.56
player28658,"1,768",21.41,54.91,29.75,4,52.7,2.5,12.66,73.5,43.62,14.56,34.57,34.11,38,26.74,49.47
player28659,550,-177.24,77.43,12.71,21.74,29.63,2.27,41.56,62.79,55.17,10.81,42.72,39.86,33.33,35.43,36.84
player28660,535,54.37,30.65,19.92,0,82.14,2.95,3.85,83.67,53.85,4.17,40.38,45.45,30,17.46,63.64
player28661,"14,585",5.03,24.07,18.37,3.81,60.74,1.72,2.08,48.42,50.68,8.49,35.94,35.41,31.98,30.69,54.8
player28662,"4,451",8.02,31.7,9.89,4.88,68.64,1.19,5.08,71.91,51,0.84,27.52,27.2,37.56,29.85,54.31
player28663,582,15.53,25.57,10,0,76.19,1.56,0,68.75,74.07,0,31.82,31.82,41.18,25.63,51.22
player28664,"19,562",-9.08,18.94,7.09,9.09,75.26,4.3,32,63.77,72.64,1.86,40.16,30.75,13.82,21.47,59.16
player28665,"2,023",-2.5,51.86,13.16,5.17,54.84,1.69,42.19,57.14,40.71,2.73,35.22,58.51,41.35,28.92,45.48
player28666,585,-13.3,24.44,3.85,0,41.67,2.53,16.67,100,61.9,0,31.4,24.19,41.18,32.8,45.9
player28667,"11,086",6.54,50.88,11.19,1.67,65.35,3.52,35.19,87.75,55.64,1.65,46.79,42.67,30.06,27.68,51.41
player28668,"5,402",2.14,34.9,8.25,4.62,66.67,1.48,12.69,72.37,51.14,4.57,35.55,30.1,36.73,31.53,53.12
player28669,"1,001",-31.37,56.86,10.35,4.76,69.39,3.16,30.51,83.64,73.08,1.18,52.45,47.9,33.33,26.82,45.74
player28670,"1,397",-19.8,48.15,33.99,0,50.57,3.59,19.27,91.1,76.71,0.88,55.1,53.85,34.09,26.28,47.93
player28671,"1,124",-20.21,36.28,4.52,5.56,60.61,1.25,8.79,61.54,55.88,2.63,29.22,16.05,45.07,33.69,57.23
player28672,"11,794",-77.64,70.18,31.35,7.25,39.48,1.05,4.2,49.58,36.72,3.45,30.39,29.66,30.77,35.83,41.84
player28673,"4,654",-8.99,26.7,21.24,12.5,60.07,2.12,0.55,59.56,40,12.5,36.76,37.22,46.97,33.07,47.8
player28674,"977,846",3.8,23.75,20.58,6.81,73.83,2.25,5.57,57.34,39.89,5.82,31.79,40.94,30.1,28.74,56.87
player28675,953,-29.13,53.77,6.81,3.64,55.1,1.62,41.05,66.67,68.92,0,43.65,58.42,27.08,31.68,57.8
player28676,"1,314",2.87,41.3,14.62,0,67.07,1.78,12.21,77.14,57.66,3.92,23.98,32.89,32.73,33.03,55.24
player28677,"5,091",-20.17,27.58,12.42,3.7,57.47,2.12,19.59,59.4,61.3,1.09,38.24,36.9,35.98,27.72,50
player28678,"1,112",-92.53,50.23,19.58,16.67,50,0.46,7.5,38.37,26.76,0.78,26.79,44.04,29.87,38.48,37.36
player28679,"1,039",-6.27,29.21,15.45,0,74.36,1.29,0,64.06,24.39,5.36,22.38,16.84,42.22,33.85,65.52
player28680,"2,065",-36.17,42.5,10.09,8,58.33,1.13,14.68,63.21,51.22,0,23.16,40.25,33.91,30.79,50
player28681,"3,746",-73.23,63.49,14.89,8.77,44.85,1.15,7.84,41.11,61.01,4.78,26.69,35.03,23.87,27,50
player28682,"3,346",-43.01,51.27,15.73,5.71,57.92,1.06,0.88,64.88,39.55,7.82,29.03,31.02,39.15,33.24,49.8
player28683,"34,108",7.83,22.59,13.2,4.05,71,3.43,7.62,89.69,59.14,2.03,40.04,39.29,30.17,23.49,51.81
player28684,"7,253",-10.49,25.4,21.33,7.55,74.04,3.36,9.03,58.98,51.81,4.72,36.27,23.46,37.13,30.01,53.95
player28685,785,-16.33,40.1,14.81,16.67,60.78,1.89,1.1,91.67,48.72,9.86,46.04,44.94,28.13,25,43.48
player28686,"1,001",-85.94,58.61,17.56,16.67,39.62,2.05,22.13,69.88,57.28,1.01,32.48,32.26,39.19,37.28,42.31
player28687,"9,718",1.7,38.17,22.9,5.76,55.88,1.71,12.26,63.91,52.02,1.94,39.27,22.73,42.63,32.76,51.25
player28688,"5,453",-10.06,40.15,30.35,2.78,47.92,2.59,29.97,45.66,66.82,1.31,33.09,34.42,38.41,33.52,45.43
player28689,"5,463",-10.18,28.78,4.32,14.58,75.53,1.16,12.41,77.57,46.52,1.89,42.22,59.86,36.81,29.73,46.45
player28690,"2,741",-78.53,50.5,18.69,14.89,28.68,1.46,10.34,69.66,42.34,1.81,41.37,36.04,41.31,34.04,45.28
player28691,"1,159",-1.62,31.06,10.81,12.5,43.14,1.95,16.95,80.3,38.89,7.92,51.82,41.72,22.95,33.55,49.34
player28692,"4,019",-36.8,37.42,2.86,2.04,44.88,0.67,9.18,46.05,55.63,4.83,22.47,36.55,35.33,32.66,54.06
player28693,"1,425",-39.2,38.29,10.62,25,81.25,1.61,25.22,53.13,43.75,5.95,41.96,45,27.27,29,37.01
player28694,510,-104.07,61.23,14.12,5,34.38,0.56,18.09,54.05,44.78,3.85,33.75,47.27,31.51,31.99,55.34
player28695,"1,538",-51.88,51.44,11.37,5.56,60.42,1.36,25.27,44.21,48.67,1.56,47.61,59.76,25,25.7,42.86
player28696,"4,514",-8.06,38.07,19.65,8.7,56.38,0.88,1.35,52.98,39.72,2.08,35.93,36.33,37.18,36.38,53.02
player28697,"27,455",-12.04,36.88,9.64,6.27,66.25,2.54,10.39,79.66,52.89,3.08,48.68,46.21,32.2,26.52,48.45
player28698,"6,440",-40.31,52.71,20.31,11.63,53.83,1.93,2.7,85.78,49.7,5.55,39.27,31.47,26.74,28.95,43.07
player28699,646,17.67,25.12,7.79,16.67,74.19,2.1,21.95,53.85,66.67,2.44,34.12,36,14.81,24.44,61.36
player28700,"2,709",-41.45,40.86,13.21,3.57,58.1,1.08,11.54,36.31,48.45,2.21,23.87,26.72,37.58,35.58,51.98
player28701,"5,781",-7.33,42.47,13.67,1.92,58.31,2.23,14.13,94,45.39,0.71,38.56,53.19,44.4,27.64,46.85
player28702,"1,039",-3.45,25.47,5.57,11.11,83.72,2.9,36.84,75,50,4.55,32.11,18.42,44.19,34.82,58.97
player28703,752,-52.54,33.65,13.99,0,52.78,0.94,2.63,56.25,42.5,3.51,26.03,26.32,27.91,30.74,54.22
player28704,"8,699",-22.04,44.97,17.62,7.32,56.73,1.48,5.5,57.89,45.86,3.41,36.58,47.76,20.1,27.58,46.95
player28705,"4,022",-35.44,51.39,10.33,8.16,71.12,0.89,6.8,57.32,46.31,3.68,37.01,31.66,29.97,35.96,47.35
player28706,"8,603",-17.18,43.03,10.83,6.03,80.91,7.32,34.2,85.19,78.94,3.58,57.48,58.76,18.01,18.84,44.91
player28707,"9,330",-22.38,23.4,19.25,11.9,72.78,2.01,0,52.62,47.66,10.85,31.41,30.16,30.69,31,51.97
player28708,"2,676",-36.15,51.79,21.21,5.06,34.07,1.7,37.8,41.86,50.85,6.85,42.54,47.36,42.19,36.5,41.95
player28709,"2,053",25.56,30.2,5.97,10,66.04,2.85,9.89,77.92,60.67,1.42,41.3,43.56,45.65,26.45,57.81
player28710,"1,935",-67.33,57.31,2.47,6.93,56.45,2.77,59.47,84.85,56.58,4.27,47.32,41.14,21.99,25.93,43.48
player28711,"4,948",1.43,36.92,17.92,12.31,62.96,3.83,31.49,74.35,61.24,1.36,34.85,30.64,23.26,22.96,48.28
player28712,678,-69.43,39.82,12.43,20,72.97,1.25,1.43,70,48.28,1.52,28.57,18.42,29.03,30.17,47.95
player28713,"11,049",-2.58,13.53,9.38,9.09,78.13,2.37,2.68,50.84,52.17,3.9,29.24,21.62,42.78,29.9,60.85
player28714,"7,585",-12.79,38.46,26.58,6.49,55.63,1.9,1.6,63.45,44.44,9.97,39.59,36.86,50.29,35.1,49.94
player28715,"1,510",-30.08,57.36,12.94,4.55,63.83,1.37,3.88,53.66,50.53,8.65,35.68,44.73,26.74,24.43,42.86
player28716,623,-98.73,67.66,11.22,4.55,42.42,1.29,34.62,27.78,51.67,0,49.51,53.57,40,33.09,41.04
player28717,"1,725",-31.71,46.19,15.02,12.9,55.38,3.87,55.49,78.52,63.39,0,51.23,40.08,42.5,31.63,46.72
player28718,"2,745",21.37,31.31,4.05,21.21,81.69,1.28,5.1,75.41,57.71,1.18,24.56,28.96,40.16,31.24,58.05
player28719,"7,533",-16.41,34.02,12.16,9.72,46.15,1.36,24.19,51.65,48.3,5.02,22.52,26.45,38.9,38.05,51.79
player28720,524,-95.77,62.01,10.67,12.5,47.83,1.22,7.45,76,43.59,4,34.07,31.71,38.78,35.71,46.36
player28721,"111,286",10.28,22.59,13.82,5.2,64.98,1.5,3.64,54.22,52.05,5.35,28.72,26.79,38.13,28.89,57.64
player28722,937,-114.94,43.25,29.87,25,34.33,2.46,2.22,72.41,35.44,16.18,41.07,49.02,35.9,29.05,29.07
player28723,"7,376",-16.25,52.8,22.73,13.33,55.28,2.01,2.11,75.32,48.85,9.5,39.85,30.8,38.99,31.29,48.19
player28724,"4,716",3.48,36.55,4.07,8.75,75.76,2.31,21.01,89.19,70.05,2.56,38.17,44.79,32.08,24.96,55.21
player28725,668,-66.27,39.42,2.76,0,82.76,0.57,8.57,22.22,50,2.99,41.88,56.03,47.22,28.95,48.05
player28726,993,-74.59,63.41,1.66,25,58.14,0.88,13.92,81.82,62.07,0,30.07,40.27,30.95,31.43,48.66
player28727,"2,719",-90.72,69.44,18.99,5.37,31.82,1.68,37.99,84.71,45.35,1.45,59.2,51.47,38.41,37.78,39.26
player28728,535,-117.57,64.23,7.32,25,44.83,1.35,31.58,36.84,63.08,4.41,42.11,45.22,29.41,31.87,43.1
player28729,"1,247",-19.9,43.9,11.14,5,62.07,1.15,17.02,61.33,56.25,0,27.36,29.13,39.24,36.59,44.06
player28730,"3,555",-47.82,39.21,17.97,14.29,64.59,4.24,26.56,55.94,72.25,5.48,36.03,43.12,33.58,23.58,40.34
player28731,"5,145",7.12,35.35,16.81,10.87,57.51,1.09,1.15,62.05,44.04,4.12,36.19,37.54,35.81,32.87,49.2
player28732,863,-110.56,59.2,20.17,4.76,29.17,2,32,59.05,63.16,5.43,49.54,46.1,31.75,26.87,41.35
player28733,777,21.9,25.4,14.49,0,70.73,1.13,0,60,36.36,5,37.04,41.51,61.11,31.9,57.69
player28734,854,7.36,48.45,13.6,15.38,59.57,1.65,13.46,70.59,47.78,1.3,30.67,21.93,31.48,30.48,48.6
player28735,"1,317",-78,45.43,16.32,16.67,43.33,2.24,32.94,83.74,47.89,3.45,54.26,68.18,30.99,29.94,36.17
player28736,"9,944",-26.25,39.17,20.72,1.69,60.5,1.5,15.59,49.45,47.55,1.26,36.99,35.91,53.36,32.84,45.22
player28737,"3,924",-21.05,41.99,5.93,3.03,68.72,1.16,8.42,58.5,54.07,5.88,41.76,43.51,30.27,25.23,49.49
player28738,"1,058",-24.84,42.66,8.84,0,79.69,2.11,19.13,67.44,61.11,2.63,31,56.12,28.95,26.94,51.92
player28739,"1,861",-18.2,40.27,17.76,11.11,46.15,1.63,7.84,58.66,39.57,5.63,30.42,37.5,39.32,33.74,46.18
player28740,806,23.58,52.75,6.27,0,65.91,1.34,9.68,76.67,37.04,6.93,43.36,44.37,41.18,32.09,48.84
player28741,"12,697",-64.68,60.09,19.65,5.11,32.5,1.88,43.34,63.41,52.02,2.74,45.17,50.02,37.32,35.09,37.59
player28742,"1,960",-65.65,55.37,3.67,18.75,60.44,0.6,4.69,68.29,50.99,6.39,17.02,22.93,22.38,36.93,54.41
player28743,"1,024",-72.73,55.22,15.96,12,53.13,2.34,43.48,79.38,32.98,3.23,35.27,29.83,29.69,35.69,41.24
player28744,"1,240",10.98,40.85,4.93,0,79.17,1.62,5.81,96.88,50,0,60.87,64.24,46.55,25.85,47.22
player28745,"2,613",-18.57,51.91,13.48,9.76,68.18,2.29,20.55,66.86,59.71,5.47,48.07,35.52,23.77,27.77,44.35
player28746,"16,486",-3.1,28.18,6.38,5.78,72.53,1.88,29.88,63.59,53.61,1.66,29.23,30.8,34.41,29.68,51.16
player28747,"1,947",-13.38,42.47,20.48,7.41,37.9,1.56,13.09,52.94,53.72,4.64,38.93,33.74,42.2,28.4,48.71
player28748,"1,559",-86.71,65.41,11.86,13.04,39.39,0.73,4.39,75.36,28.85,2.59,30.88,46.95,45.81,40.08,46.94
player28749,"1,814",-7.12,30.12,1.76,0,83.87,0.89,3.64,75,50.76,0.69,27.27,23.08,61.73,36.48,58.03
player28750,518,6.14,21.7,9.5,0,50,1.6,0,67.74,26.67,6.25,41.25,31.25,47.37,32,54.17
player28751,589,-38.74,47.34,11.86,21.43,44.44,1.2,9.09,61.54,50,1.52,52.26,65,45.45,33.78,45.54
player28752,800,-21.95,85.39,2.3,6.25,28,0.18,5.49,41.67,43.1,0.52,15.69,32.85,42.96,43.19,51.59
player28753,"1,514",-52.76,61.41,24.15,2.22,40.95,2.07,11.48,76.35,43.96,9.2,71.19,68.03,37.5,25.34,47.83
player28754,"3,820",-6.16,34.3,5.5,3.26,60.71,3.15,32.3,95.42,55.61,2,50.64,37.45,37.95,30.57,48.69
player28755,727,-38.51,72.33,14.45,13.95,25.93,1.54,27.59,58.82,50,1.89,55.97,42.41,38.36,33.9,41.99
player28756,"116,446",-13.03,36.19,9.87,4.65,74.21,1.05,6.54,48.55,59.12,1.51,26.12,26.12,23.36,29.3,55.38
player28757,"8,184",-16.74,34.56,19.11,13.46,64.46,0.84,3.49,33.94,49.75,1.56,29.52,32.46,44.98,35.99,55.67
player28758,754,-12.55,38.04,24.07,16.67,44.9,0.98,1.67,52,25.93,6.9,32.17,28.4,27.59,35.75,43.04
player28759,886,-36.71,36.51,10.34,6.67,61.11,2.45,0,90,62.5,4.65,49.39,35.78,44.19,28.69,52.43
player28760,"1,748",-7.74,38.26,19.59,6.67,45.35,4.17,49.19,81.37,51.61,5.94,57.47,55.83,49.18,26.11,43.9
player28761,"2,835",49.17,38.93,9.48,12.24,44.19,2.27,26.74,67.94,62.14,2.76,40.23,42.94,32.14,27.62,55.82
player28762,"2,506",11.04,32.99,8.1,21.21,61.46,1.58,7.1,83.15,43.28,6.47,30.79,29.71,29.41,31.36,47.1
player28763,637,-109.19,44.89,12.02,0,46.67,2.12,32.2,66.67,67.44,3.39,25.3,37.3,29.27,36.36,41.96
player28764,894,-25.87,32.38,21.28,0,78.72,2.78,8.89,87.65,53.33,0,33.01,35.29,50,23.39,49.02
player28765,"1,183",30.14,36.02,18.28,13.33,48.61,1.85,29.87,66.95,39.39,4.55,28.5,56.25,25.76,25.93,44.92
player28766,"22,673",-27.73,54.02,28.86,5.21,50.74,2.85,21.18,80.68,48.95,5.69,40.11,32.18,34.27,27,42.65
player28767,"431,796",-6.78,24.58,16.77,8.36,59.09,2.58,11.05,71.92,45.64,6.9,33.51,24.87,38.47,30.55,54.03
player28768,"11,321",-6.06,32.1,24.76,11.11,57.79,1.3,10.53,43.24,40.04,4.07,36.51,38.99,41.43,35.66,49.61
player28769,"3,437",-62.26,53.41,10.92,16.67,53.3,2.76,39.43,82.63,53.94,7.74,72.26,77.68,29.31,22.97,35.18
player28770,"1,539",-56.83,27.23,9.74,34.78,47.27,2.64,38.33,68.97,53.45,2.44,40.72,43.06,56.9,34.99,47.93
player28771,"1,812",-90.67,41.83,3.14,8,60.26,0.46,15.31,41.94,31.14,1.17,20.71,33.52,55.65,49.49,44.22
player28772,"2,468",-25.97,37.24,15.73,5.56,59.48,1.99,7.69,75.69,47.02,7.92,38.93,38.55,40.21,26.83,46.7
player28773,693,-99.82,57.35,3.39,12.5,22.58,1.25,29.59,58.82,46.27,1.23,40.17,47.62,42.47,35.98,38.96
player28774,"1,425",-21.79,55.16,0.79,0,77.14,1.31,22.92,57.14,61.11,4.58,39.11,43.43,34,32.55,48.48
player28775,"1,029",-30.05,45.83,8.18,0,65.12,1.11,11.86,60.87,47.66,1.85,43.7,49.37,50.7,33.62,49.03
player28776,"1,941",-51.03,52.08,8.02,6.67,58.24,1.39,13.06,80.22,46.11,1.68,38.95,41.62,27.83,33.23,38.92
player28777,756,-62.86,36.85,14.79,20,47.06,1.36,4.23,54.9,54.72,5.41,25.95,27.08,39.47,33.33,57.95
player28778,"48,466",0.08,26.62,15.81,6.51,84.93,1.79,3.27,48.48,45.45,8.97,35,41.43,43.66,30.1,49.19
player28779,513,-92.58,50.4,6.97,12.5,40.63,1,16.9,27.78,45.45,3.28,39.06,46.74,64.29,41.46,39.22
player28780,"8,214",-16.2,38.93,15.57,4.94,70.25,1.43,17.83,35.06,63.86,1.65,39.16,30.44,25.93,27.85,52.79
player28781,537,-75.1,34.35,2.85,0,54.55,0.33,7.69,42.86,53.85,2.13,7.77,31.33,44.44,40.29,49.4
player28782,"4,785",-5.17,27.2,9.94,3.13,90.22,3.42,19.63,63.55,71.63,3.53,45.6,34.23,22.86,20.95,50.43
player28783,"4,551",-30.77,46.85,28.99,9.33,36.77,1.43,15.89,40.23,44.93,7.24,26.72,27.52,37.06,35.01,50.81
player28784,"2,833",-16.52,40.93,3.54,11.76,52.27,1.31,4.97,77.55,58.6,3.89,24.51,12.89,32.41,30.25,53.13
