,player,hands,bb_100,vpip,cc_2bet_pf,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
16250,UndampBeef,2493.0,-1.06,21.34,11.62,9.11,0.0,84.38,4.51,6.82,84.91,64.63,6.35,34.21,21.21,38.6,23.73,58.12,0,The Loose Passive Fish
16251,Undefeatedz,1844.0,-22.25,43.59,32.08,20.73,12.0,54.01,2.22,21.2,53.29,63.64,5.0,42.41,37.31,33.87,30.83,44.88,2,The Hyper-aggro Maniacs
16253,undernodisguise,6280.0,-12.21,29.72,22.77,10.72,7.14,69.26,1.64,14.61,64.07,50.33,1.43,29.86,34.09,31.76,31.06,49.91,0,The Loose Passive Fish
16256,underwaterHalo,43253.0,7.31,30.09,3.71,24.03,1.26,76.19,2.36,2.0,69.36,50.52,3.18,27.57,35.57,41.82,29.92,56.87,0,The Loose Passive Fish
16257,undockedpoppy18,1598.0,-2.58,50.16,21.48,8.49,6.9,51.79,1.99,33.33,76.25,65.82,1.29,50.45,44.16,21.78,30.24,47.13,5,The Moderate Aggressor
16259,UnGoodKarma,3385.0,-13.98,39.87,27.08,9.8,7.69,48.45,1.67,4.49,76.6,50.41,5.69,34.05,26.95,41.3,30.31,47.03,2,The Hyper-aggro Maniacs
16260,unholysatyr,1662.0,-50.13,42.04,36.91,10.1,5.0,51.16,1.57,5.3,67.39,56.69,2.55,29.91,30.34,44.12,31.29,44.89,1,The Solid Regs
16261,unintelligible,1471.0,29.48,34.69,25.17,7.26,0.0,65.57,1.1,15.75,57.69,57.95,3.91,24.19,28.57,40.32,35.48,51.01,0,The Loose Passive Fish
16263,unk38,1224.0,-10.93,31.23,24.12,18.05,33.33,73.47,2.03,4.44,52.17,61.11,3.57,36.6,22.45,47.37,33.45,47.42,0,The Loose Passive Fish
16266,Unknown218,9085.0,-10.4,34.94,29.93,2.1,7.82,60.47,0.7,15.0,84.87,39.78,3.47,28.12,35.97,36.06,37.86,51.65,5,The Moderate Aggressor
16267,UnknownMagician,91845.0,3.63,23.42,5.06,20.07,16.88,69.78,1.73,2.84,37.09,44.0,7.47,27.38,31.2,34.06,33.72,56.47,0,The Loose Passive Fish
16269,UnleRip,33911.0,-15.57,36.47,25.19,3.88,1.94,74.36,1.33,15.84,51.75,58.85,0.61,29.24,27.29,25.83,26.55,52.09,2,The Hyper-aggro Maniacs
16271,unluckyfk921,18989.0,12.09,39.9,19.48,11.93,10.97,52.82,0.98,1.19,53.9,46.57,1.69,21.71,24.98,40.26,36.24,54.6,0,The Loose Passive Fish
16272,Unoojo04,1244.0,-44.42,31.71,18.84,12.2,19.23,56.6,2.62,25.97,82.35,45.0,1.75,43.87,35.77,32.61,35.7,43.38,4,The Loose Aggro Fish
16273,Unsophisticated,2546.0,40.39,37.04,29.41,19.89,0.0,56.88,1.39,9.83,47.22,42.95,4.46,27.71,29.55,27.01,28.57,60.38,0,The Loose Passive Fish
16274,untouchable71,11046.0,-46.73,65.82,49.02,4.36,3.41,63.97,1.15,16.91,59.21,49.31,3.5,31.82,31.37,38.44,33.82,45.81,1,The Solid Regs
16275,untowardbannana,1315.0,-47.21,39.8,24.26,12.88,7.41,67.19,1.26,27.47,60.67,30.88,3.49,29.97,50.72,43.48,36.67,40.98,1,The Solid Regs
16277,Upbeat816,2375.0,-35.28,28.77,14.95,18.01,5.56,73.39,2.46,1.0,70.97,44.87,5.26,49.32,35.64,31.82,29.61,52.2,2,The Hyper-aggro Maniacs
16279,UperStar25,1517.0,-22.06,40.91,24.7,11.34,5.88,48.75,2.13,22.83,58.62,74.47,4.23,40.7,38.42,22.89,21.42,49.64,2,The Hyper-aggro Maniacs
16280,UPittMoMoney,2981.0,2.12,33.53,21.29,20.08,5.56,74.03,1.58,3.08,44.49,52.54,4.79,25.98,38.55,22.73,27.97,54.0,0,The Loose Passive Fish
16282,upton333,1187.0,39.54,43.61,15.71,10.63,13.33,68.42,1.81,5.21,75.32,65.79,0.0,35.64,40.0,43.48,29.16,56.47,0,The Loose Passive Fish
16283,UPTOWNbch,2696.0,-35.08,23.66,9.06,18.46,23.53,69.52,4.23,4.55,69.46,59.62,5.38,42.45,37.72,31.11,21.21,46.67,2,The Hyper-aggro Maniacs
16284,ur personal ATM,14204.0,-110.76,51.89,17.76,44.15,14.63,36.41,3.2,5.3,71.31,46.9,6.04,29.46,22.18,48.42,40.95,45.5,6,The Big-Betting Fish
16285,ur_just_bluffin,3165.0,-16.26,47.62,26.42,17.17,9.68,58.78,2.79,22.18,75.37,51.11,8.21,42.51,43.19,40.23,34.14,45.77,5,The Moderate Aggressor
16287,UrbanTeacher,1028.0,4.22,39.7,26.85,11.1,0.0,65.52,0.75,1.08,50.0,46.99,0.0,24.53,35.06,41.18,29.52,57.66,0,The Loose Passive Fish
16288,urctwd,8578.0,-25.98,52.78,29.07,0.84,7.96,64.8,1.47,14.27,77.27,66.88,1.18,33.71,22.33,32.14,28.74,53.48,2,The Hyper-aggro Maniacs
16290,urdoneson417,1318.0,-125.25,40.64,11.35,32.05,6.25,43.0,3.51,8.24,90.59,44.44,15.07,43.48,46.15,39.39,37.2,39.86,6,The Big-Betting Fish
16291,UREMPTYSEAT,80905.0,-52.81,65.38,47.89,32.69,4.61,35.26,0.42,2.08,17.43,38.64,4.14,17.07,17.63,32.9,39.16,49.22,1,The Solid Regs
16294,uroutplayed506,9405.0,-7.42,53.1,41.49,23.47,6.54,41.41,1.2,12.5,44.78,41.55,5.4,33.58,33.02,25.57,36.36,47.17,2,The Hyper-aggro Maniacs
16296,user not known,12852.0,-26.89,46.29,28.72,19.79,7.3,49.16,2.63,20.58,69.15,42.92,8.77,47.39,46.59,39.81,29.45,46.66,4,The Loose Aggro Fish
16297,UserDeleted0101,2415.0,-46.1,65.0,44.31,19.97,10.71,55.04,4.66,58.63,77.21,58.05,4.17,57.54,57.4,33.76,25.44,42.63,4,The Loose Aggro Fish
16298,usmc2doc13,38930.0,3.23,24.55,4.41,19.49,19.29,69.87,2.45,0.56,54.7,49.74,13.11,36.64,36.64,36.69,30.33,54.67,0,The Loose Passive Fish
16299,usmcedge273,17319.0,-21.75,41.96,33.84,0.9,3.25,78.23,1.22,31.39,88.75,53.59,2.17,57.95,57.69,26.72,27.91,45.72,4,The Loose Aggro Fish
16300,usmcmom776,3196.0,-3.15,27.64,14.25,0.83,2.94,93.83,1.97,17.11,100.0,61.05,1.12,33.25,32.74,43.3,31.84,58.6,5,The Moderate Aggressor
16302,USS Pharris,1645.0,20.47,52.21,36.81,18.74,5.88,38.98,1.81,6.14,45.71,35.59,10.05,32.11,32.09,53.37,37.09,49.12,0,The Loose Passive Fish
16303,ussgermantown,1781.0,-17.89,48.97,40.53,16.23,25.0,45.0,1.23,17.97,44.81,38.74,3.8,36.63,46.33,20.45,35.08,45.51,2,The Hyper-aggro Maniacs
16305,Usuffa4it52,1495.0,-53.64,67.71,39.33,19.48,8.82,43.96,1.42,18.18,45.59,64.67,1.88,29.05,25.98,35.51,35.64,47.89,1,The Solid Regs
16306,uvtvs,1333.0,17.15,61.79,51.01,20.9,5.56,38.27,1.09,3.92,58.65,44.57,3.87,25.0,24.42,42.16,34.71,48.62,0,The Loose Passive Fish
16307,Uwawu,3296.0,-43.79,39.26,15.79,20.74,3.33,50.56,1.56,20.63,42.86,45.11,6.34,31.8,41.61,55.12,32.61,44.8,1,The Solid Regs
16308,uwillmiss,6177.0,-1.3,37.37,22.28,18.08,6.12,62.05,2.59,15.05,67.56,50.11,9.05,38.03,30.03,24.68,26.68,49.9,0,The Loose Passive Fish
16309,uwuBora,32405.0,-0.82,24.33,1.8,20.48,9.76,81.36,4.08,0.46,59.23,58.34,8.9,35.81,43.33,28.71,24.4,57.38,0,The Loose Passive Fish
16310,uxzi,1069.0,-49.05,29.12,9.41,7.55,11.11,65.63,1.35,16.33,63.83,48.65,4.3,31.41,41.41,37.93,31.96,37.07,1,The Solid Regs
16312,V1886,97573.0,-6.91,13.95,10.43,2.99,9.29,84.2,1.2,6.3,75.85,47.41,3.17,22.21,15.36,41.09,33.02,60.38,0,The Loose Passive Fish
16313,v368194,1439.0,-60.38,55.67,34.34,11.21,3.03,58.33,1.83,18.22,65.28,60.49,3.75,36.13,33.2,35.79,29.9,44.83,1,The Solid Regs
16314,Vabeachball248,8367.0,-14.08,32.85,21.6,17.59,8.51,68.79,1.75,12.08,39.67,50.0,8.38,41.32,53.91,37.93,27.01,48.32,2,The Hyper-aggro Maniacs
16315,vadergod416,1595.0,-73.79,34.58,18.24,19.41,27.27,47.37,1.74,7.06,67.5,35.96,11.86,31.6,36.61,22.62,32.55,47.67,1,The Solid Regs
16316,vadim14m,4391.0,-13.94,37.73,30.68,3.54,25.0,85.05,1.13,1.34,60.98,58.25,6.63,27.41,22.71,31.25,31.49,55.99,0,The Loose Passive Fish
16317,Vago.6032,3035.0,-27.91,84.38,69.6,16.27,12.43,30.2,1.59,32.21,62.39,66.15,0.45,41.91,41.9,28.43,32.34,49.48,4,The Loose Aggro Fish
16318,vaibs6,2530.0,-45.01,32.72,22.39,6.6,5.56,77.34,1.78,22.77,60.53,49.7,0.0,38.74,32.06,43.14,30.97,39.21,2,The Hyper-aggro Maniacs
16319,Vaishvi,60935.0,-33.87,60.49,44.9,0.59,6.11,61.25,0.8,11.55,49.69,46.74,3.32,31.58,25.88,32.0,33.35,48.87,2,The Hyper-aggro Maniacs
16320,vakama192,5629.0,6.19,35.46,26.55,16.06,3.7,54.32,0.97,2.16,55.82,43.48,3.1,23.69,36.18,41.95,33.61,49.61,0,The Loose Passive Fish
16321,Valeyn89,3830.0,-7.72,26.12,13.24,15.72,35.48,66.37,10.26,28.05,77.82,68.66,13.98,45.78,45.24,26.67,29.89,43.17,5,The Moderate Aggressor
16322,ValueBluffRiver,30561.0,-13.41,27.27,14.64,19.34,11.94,55.63,1.27,1.84,39.0,47.81,7.87,28.25,29.1,37.39,32.91,53.63,0,The Loose Passive Fish
16323,valusmoke,4685.0,-133.34,64.61,50.0,13.93,22.69,42.39,2.0,36.56,58.4,36.48,9.96,50.29,59.1,29.34,30.82,37.58,6,The Big-Betting Fish
16324,Van is da Man,2025.0,58.92,53.81,30.99,17.32,5.26,46.0,1.24,11.04,52.68,60.84,0.8,29.02,33.59,24.87,29.25,50.44,0,The Loose Passive Fish
16326,Vanguard24,2374.0,-5.79,39.19,30.77,8.25,8.57,64.49,1.0,21.55,42.86,55.56,4.06,32.07,35.74,51.72,34.36,47.27,0,The Loose Passive Fish
16328,Vantage304,2933.0,-77.79,48.85,33.33,14.94,8.47,35.58,1.29,21.12,68.16,38.92,1.79,39.32,29.09,48.62,37.18,41.1,1,The Solid Regs
16329,VanZantD1208,1145.0,25.65,47.0,32.23,9.83,14.29,64.71,1.35,28.46,53.45,50.0,5.56,35.84,33.51,29.35,34.87,51.1,0,The Loose Passive Fish
16330,varaatiup0915,6191.0,-83.06,68.31,46.66,22.64,9.17,47.44,2.28,34.03,57.84,48.89,10.73,57.43,43.69,39.36,35.23,42.56,6,The Big-Betting Fish
16331,varnexx23,36731.0,-7.65,46.11,30.87,23.06,9.98,56.11,2.63,18.46,64.96,48.79,6.54,46.28,50.27,23.67,25.64,48.36,5,The Moderate Aggressor
16332,vasgoe2020,1835.0,-55.54,35.76,18.22,12.74,10.53,56.47,1.71,10.24,70.59,51.75,3.08,46.13,47.39,41.67,33.23,44.39,1,The Solid Regs
16333,Vasukiran31,2530.0,-75.77,77.12,64.49,10.39,9.52,69.48,0.85,13.97,44.23,44.63,4.75,24.56,31.15,33.98,35.26,43.59,1,The Solid Regs
16334,vballfanatic7,3270.0,-17.28,32.47,26.11,22.51,21.43,49.8,2.26,5.12,56.78,40.1,16.5,55.16,47.65,29.11,29.34,51.84,2,The Hyper-aggro Maniacs
16335,vcampana11,3328.0,14.66,45.22,28.82,10.06,5.71,49.02,1.1,8.33,59.89,59.29,2.59,25.0,31.2,36.71,32.67,54.34,0,The Loose Passive Fish
16336,vcflair,1171.0,-51.09,56.1,45.37,7.5,0.0,50.82,1.63,31.33,85.11,46.15,0.89,50.44,39.92,31.82,34.49,43.28,4,The Loose Aggro Fish
16338,vduparta,1784.0,26.28,43.84,26.01,13.48,0.0,71.72,1.38,9.6,71.32,48.1,3.87,36.79,39.64,44.55,30.97,53.25,0,The Loose Passive Fish
16339,veccer,10039.0,3.84,23.29,9.2,1.61,8.49,78.57,2.15,22.22,77.27,58.52,0.69,35.57,46.03,32.1,29.98,54.12,5,The Moderate Aggressor
16340,vector610,6791.0,20.73,32.4,18.02,18.13,6.32,65.13,4.19,17.8,94.01,57.36,3.78,34.37,33.33,24.08,20.55,49.04,5,The Moderate Aggressor
16343,VeezyPeezy,3895.0,-10.9,31.35,23.25,15.69,20.0,67.69,2.14,14.7,64.01,50.19,10.34,45.6,42.51,30.91,28.92,45.39,5,The Moderate Aggressor
16344,Vegaman79,1502.0,-39.01,49.73,34.27,8.43,3.33,54.17,2.68,18.99,62.71,60.39,8.18,47.9,60.85,27.42,22.91,44.91,4,The Loose Aggro Fish
16346,Vegas007B,1510.0,2.51,33.7,21.93,10.76,5.0,73.91,1.47,16.03,46.34,48.35,2.73,37.9,51.52,44.74,30.96,48.89,0,The Loose Passive Fish
16347,VegasHabits,2786.0,6.48,33.75,18.73,12.45,12.0,66.99,1.49,8.86,63.58,45.07,4.35,38.95,46.82,30.09,28.24,46.27,0,The Loose Passive Fish
16348,VegasJoeBrian1,20208.0,1.08,28.35,14.17,9.82,6.45,57.93,2.17,6.59,62.5,65.04,3.36,29.35,29.05,28.63,29.03,57.8,0,The Loose Passive Fish
16349,veggeta0,1512.0,-27.67,41.5,34.82,7.98,3.85,35.71,0.62,9.71,54.55,28.95,3.48,25.35,35.08,35.14,32.8,49.8,2,The Hyper-aggro Maniacs
16350,vegqsshuffled,1600.0,9.51,33.12,18.32,7.13,11.11,69.86,1.97,4.72,61.11,37.5,7.55,52.69,48.55,18.75,27.64,52.67,0,The Loose Passive Fish
16351,Velcro34,14274.0,-17.96,32.88,20.0,15.53,7.03,65.48,1.88,21.55,49.96,58.3,3.92,49.93,53.26,35.53,25.48,46.03,5,The Moderate Aggressor
16352,velocityzero,1898.0,-109.48,43.23,30.3,22.96,23.53,48.0,3.68,34.94,73.8,46.09,13.54,66.76,77.49,52.38,30.47,36.11,6,The Big-Betting Fish
16354,venividiviciii,6033.0,-1.53,29.48,13.98,20.62,20.0,56.33,1.65,0.0,57.33,58.87,3.21,29.74,28.31,34.35,30.65,60.26,0,The Loose Passive Fish
16355,vensjean$26,3295.0,7.91,35.43,21.39,10.48,23.33,56.58,1.85,0.38,80.89,53.59,12.26,35.15,31.31,35.29,30.39,54.49,0,The Loose Passive Fish
16356,ventimis,2805.0,-33.7,58.16,38.59,0.43,0.0,68.83,1.03,23.81,100.0,61.37,1.05,41.46,47.64,36.84,31.89,47.21,4,The Loose Aggro Fish
16357,Veritas_MGM,1126.0,-99.58,45.0,32.86,20.66,0.0,44.19,1.75,17.65,63.73,45.63,7.69,38.22,38.24,33.33,30.19,38.3,6,The Big-Betting Fish
16358,VernLaDon21,3347.0,-19.58,61.04,36.33,19.53,4.41,43.79,2.38,29.61,57.63,57.24,4.4,39.56,40.71,19.02,28.95,43.73,4,The Loose Aggro Fish
16359,Veronica642,3970.0,-59.93,66.99,57.71,8.6,10.62,49.67,0.97,20.04,58.47,46.85,3.8,30.85,28.14,41.51,37.08,41.72,1,The Solid Regs
16360,Vertigo610,6979.0,6.24,33.65,17.85,12.06,4.94,55.05,2.54,15.36,81.95,60.23,3.84,43.06,44.25,51.61,28.93,50.0,5,The Moderate Aggressor
16362,VeryGrumpy1956,7843.0,-15.6,29.55,16.97,4.63,12.66,56.64,1.17,20.32,85.19,37.26,7.0,24.81,24.51,33.58,34.82,46.9,2,The Hyper-aggro Maniacs
16365,Vetteman98,39275.0,-8.63,30.15,20.3,3.93,3.72,69.94,1.52,19.74,88.26,51.24,2.12,35.72,31.92,35.53,31.83,49.78,5,The Moderate Aggressor
16366,VEVO7,21968.0,-32.39,58.6,45.93,15.08,8.29,59.24,1.61,13.48,48.09,49.76,3.63,33.99,30.59,19.59,26.73,45.23,2,The Hyper-aggro Maniacs
16368,vgk2981,2344.0,-4.84,52.76,37.91,13.32,19.51,33.33,1.96,20.51,66.46,59.71,1.17,41.32,39.66,37.18,30.66,46.15,5,The Moderate Aggressor
16370,vharrell777,2059.0,-0.26,77.6,65.78,9.74,4.94,33.07,0.81,26.63,35.14,50.7,5.1,34.03,39.51,43.77,32.78,45.92,2,The Hyper-aggro Maniacs
16371,Vhawk151,4578.0,-77.15,62.37,48.67,4.74,3.38,30.19,0.97,19.05,78.15,48.45,1.85,33.02,29.19,41.51,39.21,47.36,1,The Solid Regs
16373,vhumenay85,1037.0,-58.67,57.03,44.27,3.67,11.11,45.9,1.52,26.01,90.0,46.43,0.0,45.57,57.21,28.17,33.33,40.0,4,The Loose Aggro Fish
16374,Vibing with you,4724.0,-122.63,68.69,48.78,22.04,8.75,26.81,1.85,40.93,64.98,53.72,3.98,49.09,42.94,28.4,36.92,43.63,6,The Big-Betting Fish
16375,vibrantdude,3069.0,-4.48,36.02,17.84,13.4,9.09,74.86,5.81,31.08,75.12,67.52,2.81,50.67,41.22,31.94,24.34,44.1,5,The Moderate Aggressor
16376,Vibroslim66,1724.0,-25.49,33.55,19.21,14.47,0.0,63.64,2.5,24.03,70.75,57.01,1.72,28.74,34.66,26.0,28.6,50.34,2,The Hyper-aggro Maniacs
16379,Vicissitude7,23224.0,2.25,19.79,11.99,8.72,9.71,72.61,2.32,7.64,54.16,56.91,4.2,29.63,25.89,30.28,27.74,55.69,0,The Loose Passive Fish
16380,vick191,2315.0,5.34,29.16,11.86,3.01,13.64,78.57,2.04,6.67,83.72,69.23,1.2,35.42,31.78,18.06,23.86,45.6,5,The Moderate Aggressor
16381,victor312321,2122.0,-32.86,42.75,29.53,12.63,27.27,69.49,2.54,13.92,82.61,60.12,4.28,41.58,25.81,48.91,33.14,44.13,2,The Hyper-aggro Maniacs
16383,vicvic55,3974.0,-9.18,36.89,22.99,19.93,6.25,45.69,3.56,42.23,85.45,51.78,3.31,33.27,39.59,52.63,30.78,43.5,5,The Moderate Aggressor
16384,vidciss,1150.0,-141.23,71.48,49.51,16.16,7.14,30.49,1.73,37.37,50.56,51.05,0.0,40.05,47.72,37.61,33.09,39.11,6,The Big-Betting Fish
16385,video et taceo,10203.0,27.48,36.35,18.77,11.06,6.17,61.74,1.84,9.84,74.22,56.82,4.09,35.43,31.75,35.59,27.48,56.24,0,The Loose Passive Fish
16386,videovince2,99618.0,-1.43,37.14,22.47,4.84,8.79,76.32,1.38,11.97,59.26,49.71,5.7,37.26,23.21,32.09,31.78,51.49,0,The Loose Passive Fish
16387,Villainboss12,6829.0,-40.37,55.99,42.15,16.86,6.5,46.18,1.21,5.49,81.8,44.79,3.62,37.69,45.31,33.77,34.74,44.66,1,The Solid Regs
16388,VillainFighter,2054.0,1.62,24.38,11.6,2.03,11.76,80.95,0.88,1.57,73.68,64.65,2.87,27.17,39.89,29.09,26.18,56.25,0,The Loose Passive Fish
16389,Villlin,2012.0,-20.58,71.42,43.87,15.37,6.9,43.64,0.79,9.41,49.19,44.5,5.29,35.44,44.29,33.19,32.97,44.35,2,The Hyper-aggro Maniacs
16390,vin2166,2053.0,-41.07,48.33,37.64,10.92,24.0,70.27,1.88,25.0,74.26,35.2,8.19,44.23,31.34,31.25,36.56,38.91,4,The Loose Aggro Fish
16391,vin85ny,1088.0,-35.96,32.77,23.49,11.08,7.69,57.58,2.27,33.02,61.02,55.71,3.17,53.14,57.26,54.29,33.74,39.09,4,The Loose Aggro Fish
16392,vince2020700,2552.0,-57.17,43.03,34.15,11.58,20.0,74.38,2.12,4.63,75.49,46.92,11.65,42.24,45.71,31.33,29.46,37.17,1,The Solid Regs
16393,Vincentb1976,1479.0,-2.91,65.71,43.31,8.27,1.59,55.81,1.72,51.34,76.79,60.0,1.56,38.51,41.12,28.81,31.8,48.99,5,The Moderate Aggressor
16395,VincentVercetti,1276.0,-6.67,27.78,15.34,11.37,6.67,88.89,4.37,40.91,90.16,65.52,0.0,49.38,44.55,43.9,23.44,44.3,5,The Moderate Aggressor
16396,VincentYue,2513.0,-78.79,49.24,34.18,18.04,5.26,48.68,1.42,24.29,54.11,44.44,1.4,40.1,34.98,30.83,32.5,40.33,1,The Solid Regs
16398,Vincenzo3rd,15535.0,-5.22,35.11,19.45,7.46,5.45,64.74,1.02,16.4,57.71,54.8,3.26,36.32,43.81,25.36,27.1,51.53,5,The Moderate Aggressor
16400,Vindob,4677.0,-15.87,49.45,35.31,3.0,12.35,56.25,1.15,5.11,68.57,51.71,8.14,33.69,34.92,35.1,32.08,46.53,2,The Hyper-aggro Maniacs
16403,Viniro24,1189.0,-34.95,38.05,22.42,19.41,0.0,55.77,4.56,17.32,76.92,45.33,12.7,50.51,40.46,36.36,28.57,39.0,4,The Loose Aggro Fish
16404,vinnacom,1991.0,-16.43,38.0,25.22,11.98,0.0,58.82,2.44,36.11,64.62,61.43,0.81,42.27,25.81,47.56,29.65,42.65,5,The Moderate Aggressor
16405,vinnie da pic,5499.0,-22.36,24.36,15.2,13.07,4.55,69.11,1.76,5.18,79.34,48.71,3.37,39.41,48.0,31.58,28.41,43.02,5,The Moderate Aggressor
16406,vinnie-570,1789.0,-46.58,63.59,44.12,11.0,8.33,71.07,5.77,63.79,81.82,45.52,10.59,54.59,55.97,41.79,27.04,36.86,4,The Loose Aggro Fish
16407,Vinniebsousa,1860.0,-129.51,56.22,41.42,24.11,16.33,32.11,1.76,30.48,61.85,36.67,0.57,50.98,66.34,36.18,30.7,38.7,6,The Big-Betting Fish
16408,vinnievnecks,4282.0,-11.5,38.96,24.69,14.61,5.56,56.02,1.43,4.64,64.29,40.27,7.29,38.0,44.71,19.22,31.22,52.56,2,The Hyper-aggro Maniacs
16409,vinnybones12,1184.0,24.22,33.25,26.88,5.0,5.0,72.22,1.08,18.89,60.0,56.52,0.0,37.84,40.13,30.77,30.07,58.52,0,The Loose Passive Fish
16410,vinnys72,1833.0,15.8,52.09,41.3,15.47,8.33,46.59,1.07,2.24,41.35,40.1,7.05,37.7,25.87,48.91,34.32,47.28,0,The Loose Passive Fish
16412,Vinodad,1249.0,-15.13,30.51,19.77,9.44,14.29,77.59,1.24,1.19,42.0,46.34,7.69,26.09,11.39,45.95,27.49,53.19,0,The Loose Passive Fish
16413,Vinosity,2655.0,-23.94,31.36,20.61,10.81,15.38,64.71,1.48,4.27,41.94,61.54,3.21,30.13,36.78,33.04,30.27,45.57,2,The Hyper-aggro Maniacs
16417,vioreldru718,1821.0,-184.45,63.2,42.27,15.81,27.27,40.0,1.06,17.49,71.9,39.84,3.64,25.59,28.27,36.54,41.99,42.3,3,The Tight Passive
16418,viotz,2475.0,-25.28,73.26,51.89,16.85,5.51,44.36,1.42,27.32,65.77,54.61,1.71,52.45,65.52,31.72,30.64,44.52,4,The Loose Aggro Fish
16419,Viper11jc,1233.0,-60.9,60.77,55.91,3.06,4.76,45.16,0.95,12.59,91.67,41.09,1.6,39.72,27.85,39.16,37.31,40.0,1,The Solid Regs
16420,Viper301F,6938.0,18.87,26.03,1.96,21.0,10.53,76.34,2.78,2.8,69.84,47.0,6.34,33.68,33.66,43.94,31.56,51.39,0,The Loose Passive Fish
16421,VipersVirus,1715.0,-67.54,69.01,43.17,7.33,6.06,69.72,1.07,2.05,82.69,36.12,4.22,38.6,46.0,28.95,31.28,44.31,1,The Solid Regs
16422,vipmalg13,34679.0,-11.15,27.26,19.82,11.88,5.69,62.44,0.68,1.11,32.97,46.62,4.31,21.28,28.94,33.12,33.92,55.77,0,The Loose Passive Fish
16423,viraj.talwar,5287.0,-28.08,46.34,34.86,6.65,10.17,53.05,1.17,10.25,79.76,46.71,8.87,32.11,55.86,37.2,29.72,41.17,2,The Hyper-aggro Maniacs
16424,VirgoFish1776,3038.0,-72.02,50.1,41.7,27.56,11.54,38.35,1.91,16.17,56.16,50.21,6.08,29.1,20.89,39.08,30.94,44.81,1,The Solid Regs
16425,visiblemoss,5933.0,3.33,28.42,18.47,14.37,4.17,68.63,2.24,1.34,83.08,48.57,8.31,41.89,51.29,22.01,23.67,54.96,5,The Moderate Aggressor
16426,visionsofghandi,12660.0,17.83,31.7,17.92,21.12,11.18,60.07,1.87,2.9,63.6,47.57,4.85,40.37,40.8,38.98,25.71,55.51,0,The Loose Passive Fish
16428,Vitomatic53,1699.0,-28.23,33.41,11.97,8.56,38.46,85.37,1.96,21.52,68.75,50.85,0.71,30.46,46.03,32.5,25.88,47.83,2,The Hyper-aggro Maniacs
16430,vivfactorPA,4035.0,-7.74,25.11,6.04,3.34,12.31,71.88,2.93,33.33,93.9,70.19,0.74,55.1,54.81,34.44,23.03,45.18,5,The Moderate Aggressor
16431,Vizsionary,5363.0,-0.64,29.07,14.02,15.17,5.19,47.47,1.38,9.16,60.95,41.1,4.13,34.85,46.99,41.77,33.43,48.16,0,The Loose Passive Fish
16433,vjpzap536,2844.0,17.76,19.71,7.59,3.08,3.57,73.77,0.84,11.32,79.49,49.43,0.46,27.43,21.17,36.07,31.59,64.82,0,The Loose Passive Fish
16434,vladdypatty,1858.0,21.37,42.71,25.51,12.82,5.56,65.93,1.29,3.26,83.81,37.5,3.59,43.63,44.92,35.0,26.08,48.62,5,The Moderate Aggressor
16435,vladmash,4009.0,-7.38,51.63,20.18,18.02,8.74,41.57,1.98,25.36,70.5,53.06,5.76,44.19,58.92,25.9,25.43,42.17,5,The Moderate Aggressor
16436,VLADSAGE,17460.0,-13.27,51.3,42.88,12.33,3.77,80.86,1.35,7.27,57.41,47.08,2.72,26.29,30.9,23.02,27.45,55.12,2,The Hyper-aggro Maniacs
16437,vlite51,1882.0,-53.91,76.08,63.64,25.76,0.0,39.75,1.5,16.92,67.61,47.31,0.41,29.56,22.2,29.7,30.94,49.21,1,The Solid Regs
16439,VLTRA888,324423.0,2.77,24.43,2.6,20.41,10.13,75.93,2.39,0.26,58.33,42.8,9.51,38.42,43.72,38.17,27.9,55.53,0,The Loose Passive Fish
16440,VMFA 122,11413.0,-3.1,34.09,17.55,2.52,5.88,78.96,1.22,5.41,81.98,57.56,1.77,31.46,30.55,35.09,29.5,53.69,0,The Loose Passive Fish
16441,VMI Dad 2026,2987.0,-24.41,42.37,27.53,3.8,3.45,71.01,1.2,13.88,72.88,57.14,2.29,21.41,29.28,32.65,31.78,46.61,2,The Hyper-aggro Maniacs
16442,vmjerswy,2763.0,-32.01,67.79,53.65,7.2,5.92,56.14,1.86,47.61,87.8,59.13,1.06,51.69,46.59,40.2,34.46,46.5,4,The Loose Aggro Fish
16443,vml31217,2501.0,-76.88,62.73,52.84,14.86,17.5,52.8,1.23,5.63,72.67,23.35,13.71,53.38,72.25,23.2,27.05,38.08,1,The Solid Regs
16444,VMore756,4652.0,-37.21,48.9,24.11,17.95,7.25,59.64,3.95,30.94,77.93,70.37,1.28,51.58,45.32,16.82,23.12,35.08,4,The Loose Aggro Fish
16446,Void_running,1167.0,-1.99,44.0,40.22,9.91,7.69,56.6,1.58,25.0,91.04,52.44,2.42,32.44,51.52,33.33,25.61,48.3,5,The Moderate Aggressor
16447,Volagi,1369.0,59.15,25.34,17.5,5.37,7.14,69.7,1.91,4.65,60.0,56.52,11.36,28.09,37.39,22.22,25.69,55.34,0,The Loose Passive Fish
16449,Vollandy,3107.0,-23.05,52.95,36.6,22.15,5.81,42.93,2.1,39.55,79.46,40.42,3.92,51.55,74.86,37.04,29.48,40.13,4,The Loose Aggro Fish
